State,County,duration,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other
AL,Randolph,"(128.0, 256.0]",0,0,5,0,0,0,0,0
AL,Randolph,"(16384.0, inf]",0,0,0,1,0,0,0,0
AL,Randolph,"(32.0, 64.0]",0,0,738,0,0,4,0,0
AL,Randolph,"(64.0, 128.0]",0,0,73,0,0,2,0,0
AL,Randolph,ALL,0,0,816,1,0,6,0,0
AL,Russell,"(0.0, 16.0]",0,0,156,0,0,18,0,0
AL,Russell,"(128.0, 256.0]",0,0,1,0,0,0,0,0
AL,Russell,"(16.0, 32.0]",2,0,130,0,0,25,0,0
AL,Russell,"(16384.0, inf]",0,0,0,1,0,0,0,0
AL,Russell,"(32.0, 64.0]",2,0,801,0,0,36,0,0
AL,Russell,"(4096.0, 8192.0]",0,0,0,3,0,0,0,0
AL,Russell,"(64.0, 128.0]",0,0,75,0,0,32,1,0
AL,Russell,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
AL,Russell,ALL,4,0,1163,6,0,111,1,0
AL,Saint Clair,"(32.0, 64.0]",1,0,141,0,0,1,0,0
AL,Saint Clair,"(64.0, 128.0]",0,0,9,0,0,0,0,0
AL,Saint Clair,ALL,1,0,150,0,0,1,0,0
AL,Shelby,"(128.0, 256.0]",1,0,96,0,0,7,1,0
AL,Shelby,"(16.0, 32.0]",210,14,0,3,0,31,19,3
AL,Shelby,"(16384.0, inf]",0,0,0,6,0,0,0,0
AL,Shelby,"(256.0, 512.0]",0,0,1,3,0,1,0,0
AL,Shelby,"(32.0, 64.0]",196,20,9658,0,0,139,8,0
AL,Shelby,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
AL,Shelby,"(512.0, 1024.0]",0,0,0,0,1,0,0,0
AL,Shelby,"(64.0, 128.0]",26,4,1177,6,0,45,6,0
AL,Shelby,ALL,433,38,10932,19,1,223,34,3
AL,St. Clair,"(128.0, 256.0]",0,0,10,0,0,4,0,0
AL,St. Clair,"(16.0, 32.0]",35,1,0,1,0,6,2,2
AL,St. Clair,"(16384.0, inf]",0,0,0,1,0,0,0,0
AL,St. Clair,"(256.0, 512.0]",0,0,0,1,0,3,0,0
AL,St. Clair,"(32.0, 64.0]",24,3,1030,0,0,8,0,0
AL,St. Clair,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
AL,St. Clair,"(64.0, 128.0]",0,0,70,0,0,6,3,1
AL,St. Clair,ALL,59,4,1110,5,0,27,5,3
AL,Sumter,"(16.0, 32.0]",24,3,0,0,0,2,2,1
AL,Sumter,"(16384.0, inf]",0,0,0,6,0,0,0,0
AL,Sumter,"(256.0, 512.0]",0,0,1,2,0,0,0,0
AL,Sumter,"(32.0, 64.0]",22,1,349,0,0,3,0,0
AL,Sumter,"(512.0, 1024.0]",0,0,0,2,0,0,0,0
AL,Sumter,"(64.0, 128.0]",1,0,13,0,0,0,0,0
AL,Sumter,ALL,47,4,363,10,0,5,2,1
AL,Talladega,"(128.0, 256.0]",0,0,1,0,0,0,0,0
AL,Talladega,"(16.0, 32.0]",17,2,0,2,0,3,2,0
AL,Talladega,"(16384.0, inf]",0,0,0,1,0,0,0,0
AL,Talladega,"(256.0, 512.0]",0,0,5,0,0,1,0,0
AL,Talladega,"(32.0, 64.0]",7,0,908,0,0,12,4,0
AL,Talladega,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
AL,Talladega,"(64.0, 128.0]",2,0,52,0,0,0,1,0
AL,Talladega,ALL,26,2,966,4,0,16,7,0
AL,Tallapoosa,"(128.0, 256.0]",0,0,3,0,0,0,0,0
AL,Tallapoosa,"(16.0, 32.0]",5,0,0,0,0,2,0,0
AL,Tallapoosa,"(32.0, 64.0]",8,0,460,0,0,5,1,0
AL,Tallapoosa,"(64.0, 128.0]",1,0,14,0,0,0,0,0
AL,Tallapoosa,ALL,14,0,477,0,0,7,1,0
AL,Tuscaloosa,"(128.0, 256.0]",0,0,25,14,0,3,0,0
AL,Tuscaloosa,"(16.0, 32.0]",746,82,0,7,0,26,23,5
AL,Tuscaloosa,"(16384.0, inf]",0,0,0,38,0,0,0,0
AL,Tuscaloosa,"(256.0, 512.0]",0,0,13,3,0,0,0,0
AL,Tuscaloosa,"(32.0, 64.0]",584,27,2918,3,0,51,8,0
AL,Tuscaloosa,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
AL,Tuscaloosa,"(512.0, 1024.0]",0,0,1,7,13,0,0,0
AL,Tuscaloosa,"(64.0, 128.0]",94,1,383,1,0,8,3,0
AL,Tuscaloosa,"(8192.0, 16384.0]",0,0,0,2,0,0,0,0
AL,Tuscaloosa,ALL,1424,110,3340,76,13,88,34,5
AL,Walker,"(128.0, 256.0]",0,0,1,0,0,0,0,0
AL,Walker,"(16.0, 32.0]",9,1,1,0,0,0,0,0
AL,Walker,"(16384.0, inf]",0,0,0,2,0,0,0,0
AL,Walker,"(32.0, 64.0]",8,1,693,0,0,2,0,0
AL,Walker,"(64.0, 128.0]",0,0,22,0,0,1,0,0
AL,Walker,ALL,17,2,717,2,0,3,0,0
AL,Washington,"(128.0, 256.0]",0,0,18,0,0,0,0,0
AL,Washington,"(16.0, 32.0]",1,0,0,0,0,0,0,0
AL,Washington,"(256.0, 512.0]",0,0,8,0,0,0,0,0
AL,Washington,"(32.0, 64.0]",2,0,448,0,0,3,0,0
AL,Washington,"(64.0, 128.0]",0,0,52,0,0,1,0,0
AL,Washington,ALL,3,0,526,0,0,4,0,0
AL,Wilcox,"(128.0, 256.0]",0,0,5,0,0,0,0,0
AL,Wilcox,"(256.0, 512.0]",0,0,1,0,0,0,0,0
AL,Wilcox,"(32.0, 64.0]",0,0,332,0,0,0,0,0
AL,Wilcox,"(64.0, 128.0]",0,0,16,0,0,0,0,0
AL,Wilcox,ALL,0,0,354,0,0,0,0,0
AL,Winston,"(128.0, 256.0]",0,0,26,0,0,0,0,0
AL,Winston,"(16.0, 32.0]",1,0,0,0,0,1,0,0
AL,Winston,"(256.0, 512.0]",0,0,15,1,0,0,0,0
AL,Winston,"(32.0, 64.0]",3,0,386,0,0,1,0,0
AL,Winston,"(512.0, 1024.0]",0,0,1,1,0,0,0,0
AL,Winston,"(64.0, 128.0]",0,0,66,0,0,0,0,0
AL,Winston,ALL,4,0,494,2,0,2,0,0
AR,ALL,"(1024.0, 2048.0]",0,0,0,3,0,24,0,0
AR,ALL,"(128.0, 256.0]",2,0,240,4,0,47,0,0
AR,ALL,"(16.0, 32.0]",114,9,0,31,0,191,10,1
AR,ALL,"(16384.0, inf]",0,0,0,638,0,3,0,1
AR,ALL,"(2048.0, 4096.0]",0,0,0,2,0,9,0,1
AR,ALL,"(256.0, 512.0]",0,0,30,6,0,29,0,0
AR,ALL,"(32.0, 64.0]",41,4,33846,7,0,395,7,0
AR,ALL,"(4096.0, 8192.0]",0,0,0,3,0,31,0,0
AR,ALL,"(512.0, 1024.0]",0,0,0,12,200,0,0,0
AR,ALL,"(64.0, 128.0]",15,1,2652,18,0,143,12,0
AR,ALL,"(8192.0, 16384.0]",0,0,0,4,0,1,0,0
AR,ALL,ALL,172,14,36768,728,200,873,29,3
AR,Arkansas,"(128.0, 256.0]",0,0,0,0,0,1,0,0
AR,Arkansas,"(16.0, 32.0]",0,0,0,0,0,1,0,0
AR,Arkansas,"(16384.0, inf]",0,0,0,7,0,0,0,0
AR,Arkansas,"(256.0, 512.0]",0,0,0,0,0,2,0,0
AR,Arkansas,"(32.0, 64.0]",0,0,186,0,0,0,0,0
AR,Arkansas,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
AR,Arkansas,"(64.0, 128.0]",0,0,1,0,0,0,0,0
AR,Arkansas,ALL,0,0,187,7,0,5,0,0
AR,Ashley,"(1024.0, 2048.0]",0,0,0,0,0,1,0,0
AR,Ashley,"(16.0, 32.0]",0,0,0,0,0,1,0,0
AR,Ashley,"(16384.0, inf]",0,0,0,8,0,2,0,0
AR,Ashley,"(256.0, 512.0]",0,0,0,0,0,3,0,0
AR,Ashley,"(32.0, 64.0]",0,0,286,0,0,1,0,0
AR,Ashley,"(4096.0, 8192.0]",0,0,0,0,0,5,0,0
AR,Ashley,"(64.0, 128.0]",0,0,1,0,0,0,0,0
AR,Ashley,ALL,0,0,287,8,0,13,0,0
AR,Baxter,"(16384.0, inf]",0,0,0,8,0,0,0,0
AR,Baxter,"(32.0, 64.0]",1,0,168,0,0,2,0,0
AR,Baxter,"(64.0, 128.0]",0,0,5,0,0,1,0,0
AR,Baxter,ALL,1,0,173,8,0,3,0,0
AR,Benton,"(128.0, 256.0]",0,0,41,0,0,10,0,0
AR,Benton,"(16.0, 32.0]",2,0,0,0,0,6,0,0
AR,Benton,"(16384.0, inf]",0,0,0,22,0,0,0,0
AR,Benton,"(256.0, 512.0]",0,0,6,0,0,3,0,0
AR,Benton,"(32.0, 64.0]",0,0,2862,0,0,37,1,0
AR,Benton,"(512.0, 1024.0]",0,0,0,0,1,0,0,0
AR,Benton,"(64.0, 128.0]",1,0,443,0,0,19,1,0
AR,Benton,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
AR,Benton,ALL,3,0,3352,23,1,75,2,0
AR,Boone,"(16.0, 32.0]",0,0,0,0,0,1,0,0
AR,Boone,"(16384.0, inf]",0,0,0,5,0,0,0,0
AR,Boone,"(32.0, 64.0]",0,0,430,0,0,9,0,0
AR,Boone,"(64.0, 128.0]",0,0,22,0,0,0,0,0
AR,Boone,ALL,0,0,452,5,0,10,0,0
AR,Bradley,"(2048.0, 4096.0]",0,0,0,0,0,1,0,0
AR,Bradley,"(32.0, 64.0]",0,0,101,0,0,2,0,0
AR,Bradley,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
AR,Bradley,"(64.0, 128.0]",0,0,2,0,0,0,0,0
AR,Bradley,ALL,0,0,103,0,0,4,0,0
AR,Calhoun,"(128.0, 256.0]",0,0,3,0,0,0,0,0
AR,Calhoun,"(16384.0, inf]",0,0,0,19,0,0,0,0
AR,Calhoun,"(256.0, 512.0]",0,0,0,0,0,1,0,0
AR,Calhoun,"(32.0, 64.0]",0,0,297,0,0,1,0,0
AR,Calhoun,"(64.0, 128.0]",0,0,21,0,0,0,0,0
AR,Calhoun,ALL,0,0,321,19,0,2,0,0
AR,Carroll,"(128.0, 256.0]",0,0,2,0,0,0,0,0
AR,Carroll,"(16384.0, inf]",0,0,0,7,0,0,0,0
AR,Carroll,"(32.0, 64.0]",1,0,253,0,0,3,0,0
AR,Carroll,"(64.0, 128.0]",0,0,8,0,0,0,0,0
AR,Carroll,ALL,1,0,263,7,0,3,0,0
AR,Chicot,"(16.0, 32.0]",0,0,0,2,0,0,0,0
AR,Chicot,"(16384.0, inf]",0,0,0,5,0,0,0,0
AR,Chicot,"(32.0, 64.0]",0,0,297,0,0,1,0,0
AR,Chicot,"(64.0, 128.0]",0,0,6,1,0,0,0,0
AR,Chicot,ALL,0,0,303,8,0,1,0,0
AR,Clark,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
AR,Clark,"(128.0, 256.0]",0,0,2,3,0,0,0,0
AR,Clark,"(16.0, 32.0]",0,0,0,1,0,12,0,0
AR,Clark,"(16384.0, inf]",0,0,0,9,0,0,0,0
AR,Clark,"(256.0, 512.0]",0,0,0,0,0,3,0,0
AR,Clark,"(32.0, 64.0]",0,0,376,2,0,3,0,0
AR,Clark,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
AR,Clark,"(64.0, 128.0]",0,0,15,1,0,1,0,0
AR,Clark,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
AR,Clark,ALL,0,0,393,18,0,20,0,0
AR,Clay,"(16384.0, inf]",0,0,0,2,0,0,0,0
AR,Clay,"(32.0, 64.0]",0,0,110,0,0,0,0,0
AR,Clay,"(64.0, 128.0]",0,0,3,0,0,0,0,0
AR,Clay,ALL,0,0,113,2,0,0,0,0
AR,Cleburne,"(16384.0, inf]",0,0,0,3,0,0,0,0
AR,Cleburne,"(32.0, 64.0]",0,0,163,0,0,0,0,0
AR,Cleburne,"(64.0, 128.0]",0,0,2,0,0,0,0,0
AR,Cleburne,ALL,0,0,165,3,0,0,0,0
AR,Cleveland,"(16384.0, inf]",0,0,0,1,0,0,0,0
AR,Cleveland,"(32.0, 64.0]",0,0,136,0,0,0,0,0
AR,Cleveland,"(64.0, 128.0]",0,0,8,0,0,0,0,0
AR,Cleveland,ALL,0,0,144,1,0,0,0,0
AR,Columbia,"(16.0, 32.0]",0,0,0,0,0,1,0,0
AR,Columbia,"(16384.0, inf]",0,0,0,13,0,0,0,0
AR,Columbia,"(32.0, 64.0]",0,0,192,0,0,1,0,0
AR,Columbia,"(64.0, 128.0]",0,0,7,0,0,1,0,0
AR,Columbia,ALL,0,0,199,13,0,3,0,0
AR,Conway,"(128.0, 256.0]",0,0,4,0,0,0,0,0
AR,Conway,"(16.0, 32.0]",2,0,0,0,0,6,0,0
AR,Conway,"(32.0, 64.0]",0,0,207,0,0,1,0,0
AR,Conway,"(64.0, 128.0]",1,0,15,0,0,1,0,0
AR,Conway,ALL,3,0,226,0,0,8,0,0
AR,Craighead,"(1024.0, 2048.0]",0,0,0,0,0,1,0,0
AR,Craighead,"(128.0, 256.0]",0,0,2,0,0,0,0,0
AR,Craighead,"(16.0, 32.0]",3,0,0,0,0,2,0,0
AR,Craighead,"(16384.0, inf]",0,0,0,15,0,0,0,0
AR,Craighead,"(2048.0, 4096.0]",0,0,0,0,0,1,0,0
AR,Craighead,"(32.0, 64.0]",0,0,811,0,0,3,0,0
AR,Craighead,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
AR,Craighead,"(512.0, 1024.0]",0,0,0,0,13,0,0,0
AR,Craighead,"(64.0, 128.0]",0,0,75,1,0,0,0,0
AR,Craighead,ALL,3,0,888,16,13,8,0,0
AR,Crawford,"(128.0, 256.0]",0,0,1,0,0,0,0,0
AR,Crawford,"(16.0, 32.0]",1,1,0,0,0,3,0,0
AR,Crawford,"(16384.0, inf]",0,0,0,17,0,0,0,0
AR,Crawford,"(32.0, 64.0]",3,0,739,0,0,10,0,0
AR,Crawford,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
AR,Crawford,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
AR,Crawford,"(64.0, 128.0]",0,0,53,1,0,0,0,0
AR,Crawford,ALL,4,1,793,19,0,14,0,0
AR,Crittenden,"(128.0, 256.0]",0,0,18,1,0,9,0,0
AR,Crittenden,"(16.0, 32.0]",59,5,0,4,0,22,5,0
AR,Crittenden,"(16384.0, inf]",0,0,0,18,0,0,0,0
AR,Crittenden,"(256.0, 512.0]",0,0,1,1,0,3,0,0
AR,Crittenden,"(32.0, 64.0]",12,1,1220,1,0,36,1,0
AR,Crittenden,"(4096.0, 8192.0]",0,0,0,1,0,0,0,0
AR,Crittenden,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
AR,Crittenden,"(64.0, 128.0]",1,0,122,1,0,12,0,0
AR,Crittenden,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
AR,Crittenden,ALL,72,6,1361,29,0,82,6,0
AR,Cross,"(16384.0, inf]",0,0,0,9,0,0,0,0
AR,Cross,"(2048.0, 4096.0]",0,0,0,0,0,1,0,0
AR,Cross,"(32.0, 64.0]",0,0,421,0,0,1,0,0
AR,Cross,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
AR,Cross,"(64.0, 128.0]",0,0,12,0,0,0,0,0
AR,Cross,ALL,0,0,433,9,0,3,0,0
AR,Dallas,"(16.0, 32.0]",0,0,0,0,0,1,0,0
AR,Dallas,"(2048.0, 4096.0]",0,0,0,0,0,1,0,0
AR,Dallas,"(32.0, 64.0]",0,0,52,0,0,0,0,0
AR,Dallas,"(64.0, 128.0]",0,0,1,0,0,0,0,0
AR,Dallas,ALL,0,0,53,0,0,2,0,0
AR,Desha,"(1024.0, 2048.0]",0,0,0,0,0,1,0,0
AR,Desha,"(16384.0, inf]",0,0,0,34,0,0,0,0
AR,Desha,"(256.0, 512.0]",0,0,0,0,0,1,0,0
AR,Desha,"(32.0, 64.0]",0,0,255,0,0,0,0,0
AR,Desha,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
AR,Desha,"(64.0, 128.0]",0,0,10,0,0,0,0,0
AR,Desha,ALL,0,0,265,34,0,3,0,0
AR,Drew,"(1024.0, 2048.0]",0,0,0,0,0,2,0,0
AR,Drew,"(16.0, 32.0]",0,0,0,0,0,1,0,0
AR,Drew,"(16384.0, inf]",0,0,0,28,0,0,0,0
AR,Drew,"(256.0, 512.0]",0,0,0,0,0,2,0,0
AR,Drew,"(32.0, 64.0]",0,0,210,0,0,1,0,0
AR,Drew,"(64.0, 128.0]",0,0,4,0,0,0,0,0
AR,Drew,ALL,0,0,214,28,0,6,0,0
AR,Faulkner,"(128.0, 256.0]",0,0,2,0,0,2,0,0
AR,Faulkner,"(16.0, 32.0]",0,0,0,2,0,8,0,0
AR,Faulkner,"(16384.0, inf]",0,0,0,8,0,0,0,0
AR,Faulkner,"(256.0, 512.0]",0,0,0,0,0,1,0,0
AR,Faulkner,"(32.0, 64.0]",0,1,580,0,0,5,0,0
AR,Faulkner,"(512.0, 1024.0]",0,0,0,2,6,0,0,0
AR,Faulkner,"(64.0, 128.0]",1,0,71,0,0,2,1,0
AR,Faulkner,ALL,1,1,653,12,6,18,1,0
AR,Franklin,"(128.0, 256.0]",0,0,2,0,0,0,0,0
AR,Franklin,"(16384.0, inf]",0,0,0,4,0,0,0,0
AR,Franklin,"(32.0, 64.0]",0,0,215,0,0,4,0,0
AR,Franklin,"(64.0, 128.0]",0,0,13,0,0,1,0,0
AR,Franklin,ALL,0,0,230,4,0,5,0,0
AR,Fulton,"(16.0, 32.0]",0,0,0,0,0,1,0,0
AR,Fulton,"(16384.0, inf]",0,0,0,6,0,0,0,0
AR,Fulton,"(32.0, 64.0]",0,0,91,0,0,0,0,0
AR,Fulton,"(64.0, 128.0]",0,0,2,0,0,0,0,0
AR,Fulton,ALL,0,0,93,6,0,1,0,0
AR,Garland,"(128.0, 256.0]",0,0,3,0,0,0,0,0
AR,Garland,"(16.0, 32.0]",0,0,0,2,0,1,0,0
AR,Garland,"(16384.0, inf]",0,0,0,21,0,0,0,0
AR,Garland,"(256.0, 512.0]",0,0,0,1,0,0,0,0
AR,Garland,"(32.0, 64.0]",0,0,825,0,0,8,0,0
AR,Garland,"(64.0, 128.0]",0,0,88,0,0,1,0,0
AR,Garland,ALL,0,0,916,24,0,10,0,0
AR,Grant,"(16384.0, inf]",0,0,0,2,0,0,0,0
AR,Grant,"(256.0, 512.0]",0,0,0,0,0,1,0,0
AR,Grant,"(32.0, 64.0]",0,0,222,0,0,0,0,0
AR,Grant,"(4096.0, 8192.0]",0,0,0,0,0,2,0,0
AR,Grant,"(64.0, 128.0]",0,0,13,0,0,0,0,0
AR,Grant,ALL,0,0,235,2,0,3,0,0
AR,Greene,"(1024.0, 2048.0]",0,0,0,1,0,0,0,0
AR,Greene,"(16384.0, inf]",0,0,0,8,0,0,0,0
AR,Greene,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
AR,Greene,"(256.0, 512.0]",0,0,0,0,0,1,0,0
AR,Greene,"(32.0, 64.0]",1,0,208,0,0,1,0,0
AR,Greene,"(64.0, 128.0]",0,0,3,0,0,0,0,0
AR,Greene,"(8192.0, 16384.0]",0,0,0,1,0,0,0,0
AR,Greene,ALL,1,0,211,11,0,2,0,0
AR,Hempstead,"(128.0, 256.0]",0,0,9,0,0,0,0,0
AR,Hempstead,"(16.0, 32.0]",1,0,0,2,0,5,1,0
AR,Hempstead,"(16384.0, inf]",0,0,0,8,0,0,0,0
AR,Hempstead,"(256.0, 512.0]",0,0,1,0,0,0,0,0
AR,Hempstead,"(32.0, 64.0]",1,0,985,0,0,16,0,0
AR,Hempstead,"(64.0, 128.0]",0,0,63,0,0,11,0,0
AR,Hempstead,ALL,2,0,1058,10,0,32,1,0
AR,Hot Spring,"(128.0, 256.0]",1,0,1,0,0,0,0,0
AR,Hot Spring,"(16.0, 32.0]",2,0,0,1,0,7,0,0
AR,Hot Spring,"(16384.0, inf]",0,0,0,6,0,0,0,0
AR,Hot Spring,"(256.0, 512.0]",0,0,1,0,0,0,0,0
AR,Hot Spring,"(32.0, 64.0]",1,0,276,1,0,4,0,0
AR,Hot Spring,"(64.0, 128.0]",1,1,15,0,0,1,0,0
AR,Hot Spring,ALL,5,1,293,8,0,12,0,0
AR,Howard,"(32.0, 64.0]",0,0,126,0,0,1,0,0
AR,Howard,ALL,0,0,126,0,0,1,0,0
AR,Independence,"(128.0, 256.0]",0,0,1,0,0,0,0,0
AR,Independence,"(16.0, 32.0]",0,0,0,0,0,1,0,0
AR,Independence,"(16384.0, inf]",0,0,0,5,0,0,0,0
AR,Independence,"(2048.0, 4096.0]",0,0,0,0,0,1,0,0
AR,Independence,"(32.0, 64.0]",0,0,408,0,0,1,0,0
AR,Independence,"(64.0, 128.0]",0,0,11,8,0,0,0,0
AR,Independence,ALL,0,0,420,13,0,3,0,0
AR,Izard,"(32.0, 64.0]",0,0,98,0,0,0,0,0
AR,Izard,"(64.0, 128.0]",0,0,1,0,0,0,0,0
AR,Izard,ALL,0,0,99,0,0,0,0,0
AR,Jackson,"(1024.0, 2048.0]",0,0,0,0,0,2,0,0
AR,Jackson,"(16384.0, inf]",0,0,0,5,0,0,0,0
AR,Jackson,"(2048.0, 4096.0]",0,0,0,0,0,1,0,0
AR,Jackson,"(256.0, 512.0]",0,0,0,0,0,1,0,0
AR,Jackson,"(32.0, 64.0]",0,0,343,0,0,4,0,0
AR,Jackson,"(4096.0, 8192.0]",0,0,0,0,0,3,0,0
AR,Jackson,"(64.0, 128.0]",0,0,3,0,0,1,0,0
AR,Jackson,ALL,0,0,346,5,0,12,0,0
AR,Jefferson,"(16.0, 32.0]",1,0,0,0,0,1,0,0
AR,Jefferson,"(16384.0, inf]",0,0,0,20,0,0,0,0
AR,Jefferson,"(32.0, 64.0]",0,0,597,0,0,5,0,0
AR,Jefferson,"(512.0, 1024.0]",0,0,0,0,4,0,0,0
AR,Jefferson,"(64.0, 128.0]",0,0,21,0,0,1,0,0
AR,Jefferson,ALL,1,0,618,20,4,7,0,0
AR,Johnson,"(16.0, 32.0]",2,0,0,0,0,4,0,0
AR,Johnson,"(16384.0, inf]",0,0,0,5,0,0,0,0
AR,Johnson,"(32.0, 64.0]",1,0,248,0,0,4,0,0
AR,Johnson,"(64.0, 128.0]",0,0,12,0,0,1,0,0
AR,Johnson,ALL,3,0,260,5,0,9,0,0
AR,Lafayette,"(16.0, 32.0]",0,0,0,0,0,1,0,0
AR,Lafayette,"(32.0, 64.0]",0,0,53,0,0,0,0,0
AR,Lafayette,"(64.0, 128.0]",0,0,1,0,0,0,0,0
AR,Lafayette,ALL,0,0,54,0,0,1,0,0
AR,Lawrence,"(16384.0, inf]",0,0,0,5,0,0,0,1
AR,Lawrence,"(32.0, 64.0]",0,0,204,0,0,0,0,0
AR,Lawrence,"(64.0, 128.0]",0,0,7,0,0,0,0,0
AR,Lawrence,ALL,0,0,211,5,0,0,0,1
AR,Lee,"(1024.0, 2048.0]",0,0,0,0,0,2,0,0
AR,Lee,"(16384.0, inf]",0,0,0,7,0,0,0,0
AR,Lee,"(32.0, 64.0]",0,0,69,0,0,2,0,0
AR,Lee,"(64.0, 128.0]",0,0,4,0,0,0,0,0
AR,Lee,ALL,0,0,73,7,0,4,0,0
AR,Lincoln,"(1024.0, 2048.0]",0,0,0,0,0,2,0,0
AR,Lincoln,"(16384.0, inf]",0,0,0,2,0,1,0,0
AR,Lincoln,"(32.0, 64.0]",0,0,164,0,0,1,0,0
AR,Lincoln,"(4096.0, 8192.0]",0,0,0,0,0,2,0,0
AR,Lincoln,ALL,0,0,164,2,0,6,0,0
AR,Little River,"(16384.0, inf]",0,0,0,7,0,0,0,0
AR,Little River,"(256.0, 512.0]",0,0,0,1,0,0,0,0
AR,Little River,"(32.0, 64.0]",0,0,213,0,0,0,0,0
AR,Little River,"(64.0, 128.0]",0,0,3,0,0,0,0,0
AR,Little River,ALL,0,0,216,8,0,0,0,0
AR,Logan,"(32.0, 64.0]",0,0,105,0,0,0,0,0
AR,Logan,ALL,0,0,105,0,0,0,0,0
AR,Lonoke,"(1024.0, 2048.0]",0,0,0,0,0,2,0,0
AR,Lonoke,"(128.0, 256.0]",0,0,7,0,0,0,0,0
AR,Lonoke,"(16.0, 32.0]",2,1,0,1,0,13,0,0
AR,Lonoke,"(16384.0, inf]",0,0,0,10,0,0,0,0
AR,Lonoke,"(2048.0, 4096.0]",0,0,0,0,0,0,0,1
AR,Lonoke,"(256.0, 512.0]",0,0,8,1,0,2,0,0
AR,Lonoke,"(32.0, 64.0]",4,1,732,0,0,9,0,0
AR,Lonoke,"(4096.0, 8192.0]",0,0,0,0,0,4,0,0
AR,Lonoke,"(64.0, 128.0]",0,0,46,0,0,1,1,0
AR,Lonoke,ALL,6,2,793,12,0,31,1,1
AR,Madison,"(16384.0, inf]",0,0,0,8,0,0,0,0
AR,Madison,"(32.0, 64.0]",0,0,112,0,0,0,0,0
AR,Madison,"(64.0, 128.0]",0,0,5,0,0,0,0,0
AR,Madison,ALL,0,0,117,8,0,0,0,0
AR,Marion,"(16384.0, inf]",0,0,0,6,0,0,0,0
AR,Marion,"(32.0, 64.0]",0,0,84,0,0,0,0,0
AR,Marion,"(64.0, 128.0]",0,0,0,0,0,1,0,0
AR,Marion,ALL,0,0,84,6,0,1,0,0
AR,Miller,"(128.0, 256.0]",0,0,11,0,0,1,0,0
AR,Miller,"(16.0, 32.0]",0,0,0,1,0,9,1,0
AR,Miller,"(16384.0, inf]",0,0,0,3,0,0,0,0
AR,Miller,"(256.0, 512.0]",0,0,3,0,0,0,0,0
AR,Miller,"(32.0, 64.0]",0,0,935,0,0,5,0,0
AR,Miller,"(512.0, 1024.0]",0,0,0,1,0,0,0,0
AR,Miller,"(64.0, 128.0]",0,0,71,1,0,2,0,0
AR,Miller,ALL,0,0,1020,6,0,17,1,0
AR,Mississippi,"(1024.0, 2048.0]",0,0,0,1,0,5,0,0
AR,Mississippi,"(128.0, 256.0]",1,0,3,0,0,2,0,0
AR,Mississippi,"(16.0, 32.0]",0,0,0,0,0,3,0,0
AR,Mississippi,"(16384.0, inf]",0,0,0,24,0,0,0,0
AR,Mississippi,"(2048.0, 4096.0]",0,0,0,1,0,0,0,0
AR,Mississippi,"(32.0, 64.0]",0,0,785,0,0,10,0,0
AR,Mississippi,"(4096.0, 8192.0]",0,0,0,1,0,2,0,0
AR,Mississippi,"(64.0, 128.0]",0,0,31,0,0,2,0,0
AR,Mississippi,ALL,1,0,819,27,0,24,0,0
AR,Monroe,"(128.0, 256.0]",0,0,4,0,0,1,0,0
AR,Monroe,"(16.0, 32.0]",3,0,0,0,0,1,0,0
AR,Monroe,"(16384.0, inf]",0,0,0,2,0,0,0,0
AR,Monroe,"(32.0, 64.0]",0,0,300,0,0,2,0,0
AR,Monroe,"(4096.0, 8192.0]",0,0,0,0,0,1,0,0
AR,Monroe,"(64.0, 128.0]",1,0,16,0,0,1,0,0
AR,Monroe,ALL,4,0,320,2,0,6,0,0
AR,Montgomery,"(32.0, 64.0]",0,0,110,0,0,0,0,0
AR,Montgomery,"(64.0, 128.0]",0,0,2,0,0,0,0,0
AR,Montgomery,ALL,0,0,112,0,0,0,0,0
AR,Nevada,"(16.0, 32.0]",0,0,0,0,0,2,0,0
AR,Nevada,"(256.0, 512.0]",0,0,0,1,0,0,0,0
AR,Nevada,"(32.0, 64.0]",0,0,256,0,0,1,0,0
AR,Nevada,"(64.0, 128.0]",0,0,1,0,0,1,0,0
AR,Nevada,ALL,0,0,257,1,0,4,0,0
