State,County,RefinedType,"(0.0, 16.0]","(16.0, 32.0]","(32.0, 64.0]","(64.0, 128.0]","(128.0, 256.0]","(256.0, 512.0]","(512.0, 1024.0]","(1024.0, 2048.0]","(2048.0, 4096.0]","(4096.0, 8192.0]","(8192.0, 16384.0]","(16384.0, inf]"
SC,Jasper,ALL,0,417,4025,406,66,3,1,0,1,0,0,2
SC,Kershaw,Accident,0,298,472,29,0,0,0,0,0,0,0,0
SC,Kershaw,Broken,0,61,55,0,1,0,0,0,0,0,0,0
SC,Kershaw,Congestion,0,0,1353,58,6,3,0,0,0,0,0,0
SC,Kershaw,Construction,0,4,1,0,0,0,0,0,0,0,0,1
SC,Kershaw,Incident,0,17,38,5,2,0,0,0,0,0,0,0
SC,Kershaw,Lane,0,26,16,1,0,0,0,0,0,0,0,0
SC,Kershaw,ALL,0,406,1935,93,9,3,0,0,0,0,0,1
SC,Lancaster,Accident,0,271,406,33,1,0,0,0,0,0,0,0
SC,Lancaster,Broken,0,6,6,2,0,0,0,0,0,0,0,0
SC,Lancaster,Congestion,0,0,1176,151,10,0,0,0,0,0,0,0
SC,Lancaster,Construction,0,1,0,0,0,0,0,0,0,0,0,2
SC,Lancaster,Incident,0,8,27,5,0,0,0,0,0,0,0,0
SC,Lancaster,Lane,0,4,13,0,0,0,0,0,0,0,0,0
SC,Lancaster,ALL,0,290,1628,191,11,0,0,0,0,0,0,2
SC,Laurens,Accident,0,391,643,82,0,0,0,0,0,0,0,0
SC,Laurens,Broken,0,144,156,10,0,0,0,0,0,0,0,0
SC,Laurens,Congestion,25,17,492,16,1,1,0,0,0,0,0,0
SC,Laurens,Construction,0,12,8,2,1,1,0,0,0,0,0,0
SC,Laurens,Event,0,0,0,0,0,0,31,0,0,0,0,0
SC,Laurens,Incident,1,94,93,29,0,1,0,0,0,0,0,0
SC,Laurens,Lane,0,47,48,17,0,0,0,0,0,0,0,0
SC,Laurens,ALL,26,705,1440,156,2,3,31,0,0,0,0,0
SC,Lee,Accident,0,156,171,14,1,0,0,0,0,0,0,0
SC,Lee,Broken,0,43,20,1,0,0,0,0,0,0,0,0
SC,Lee,Congestion,0,1,868,126,11,4,1,0,0,0,0,0
SC,Lee,Construction,0,12,1,1,1,1,0,2,0,0,0,2
SC,Lee,Incident,0,12,16,2,0,0,0,0,0,0,0,0
SC,Lee,Lane,0,15,11,2,0,0,0,0,0,0,0,0
SC,Lee,ALL,0,239,1087,146,13,5,1,2,0,0,0,2
SC,Lexington,Accident,0,1790,2574,189,1,0,0,0,0,0,0,0
SC,Lexington,Broken,0,434,404,11,0,0,0,0,0,0,0,0
SC,Lexington,Congestion,70,44,5850,1010,48,0,0,0,0,0,0,0
SC,Lexington,Construction,0,107,21,2,2,2,0,0,0,0,0,2
SC,Lexington,Incident,0,161,266,61,4,1,0,0,0,0,0,0
SC,Lexington,Lane,0,190,242,11,0,0,0,0,0,0,0,0
SC,Lexington,ALL,70,2726,9357,1284,55,3,0,0,0,0,0,2
SC,Marion,Accident,0,78,116,4,0,0,0,0,0,0,0,0
SC,Marion,Broken,0,22,12,0,0,0,0,0,0,0,0,0
SC,Marion,Congestion,0,0,790,41,1,0,0,0,0,0,0,0
SC,Marion,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SC,Marion,Incident,0,10,9,4,0,0,0,0,0,0,0,0
SC,Marion,Lane,0,7,7,0,0,0,0,0,0,0,0,0
SC,Marion,ALL,0,117,934,49,1,0,0,0,0,0,0,1
SC,Marlboro,Accident,0,65,119,1,0,0,0,0,0,0,0,0
SC,Marlboro,Broken,0,8,6,0,0,0,0,0,0,0,0,0
SC,Marlboro,Congestion,0,0,643,25,1,0,0,0,0,0,0,0
SC,Marlboro,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SC,Marlboro,Incident,0,28,12,2,0,0,0,0,0,0,0,0
SC,Marlboro,Lane,0,5,1,0,0,0,0,0,0,0,0,0
SC,Marlboro,ALL,0,106,781,28,1,0,0,0,0,0,0,1
SC,McCormick,Accident,0,27,48,8,0,0,0,0,0,0,0,0
SC,McCormick,Broken,0,1,1,0,0,0,0,0,0,0,0,0
SC,McCormick,Congestion,16,13,103,1,0,0,0,0,0,0,0,0
SC,McCormick,Construction,0,0,1,0,0,0,0,0,0,0,0,0
SC,McCormick,Incident,0,2,2,3,0,0,0,0,0,0,0,0
SC,McCormick,Lane,0,2,5,1,0,0,0,0,0,0,0,0
SC,McCormick,ALL,16,45,160,13,0,0,0,0,0,0,0,0
SC,Mccormick,Accident,0,17,21,3,0,0,0,0,0,0,0,0
SC,Mccormick,Broken,0,3,3,0,0,0,0,0,0,0,0,0
SC,Mccormick,Congestion,6,2,9,1,0,0,0,0,0,0,0,0
SC,Mccormick,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SC,Mccormick,Incident,0,2,1,0,0,0,0,0,0,0,0,0
SC,Mccormick,Lane,0,1,2,0,0,0,0,0,0,0,0,0
SC,Mccormick,ALL,6,25,36,4,0,0,0,0,0,0,0,1
SC,Newberry,Accident,0,285,559,61,2,1,0,0,0,0,0,0
SC,Newberry,Broken,0,143,180,6,0,1,0,0,0,0,0,0
SC,Newberry,Congestion,59,46,396,12,0,0,0,0,0,0,0,0
SC,Newberry,Construction,0,7,6,0,1,0,0,0,0,1,0,2
SC,Newberry,Incident,0,78,101,43,0,0,0,0,0,0,0,0
SC,Newberry,Lane,0,40,63,14,0,0,0,0,0,0,0,0
SC,Newberry,ALL,59,599,1305,136,3,2,0,0,0,1,0,2
SC,Oconee,Accident,0,300,455,30,0,0,0,0,0,0,0,0
SC,Oconee,Broken,0,35,31,1,0,0,0,0,0,0,0,0
SC,Oconee,Congestion,1,1,311,15,4,0,0,0,0,0,0,0
SC,Oconee,Construction,0,4,4,0,0,0,0,0,0,0,0,0
SC,Oconee,Incident,0,30,26,3,0,0,0,0,0,0,0,0
SC,Oconee,Lane,0,17,14,1,0,0,0,0,0,0,0,0
SC,Oconee,ALL,1,387,841,50,4,0,0,0,0,0,0,0
SC,Orangeburg,Accident,0,650,870,52,1,0,0,0,0,0,0,0
SC,Orangeburg,Broken,0,160,94,4,0,0,0,0,0,0,0,0
SC,Orangeburg,Congestion,0,0,1727,75,8,0,0,0,0,0,0,0
SC,Orangeburg,Construction,0,28,2,0,0,0,0,0,0,0,0,0
SC,Orangeburg,Event,0,0,0,0,0,0,4,0,0,0,0,0
SC,Orangeburg,Incident,0,66,77,13,1,1,1,0,0,0,0,0
SC,Orangeburg,Lane,0,27,30,1,0,0,0,0,0,0,0,0
SC,Orangeburg,ALL,0,931,2800,145,10,1,5,0,0,0,0,0
SC,Pickens,Accident,0,320,553,41,0,0,0,0,0,0,0,0
SC,Pickens,Broken,0,16,12,0,0,0,0,0,0,0,0,0
SC,Pickens,Congestion,0,0,639,184,29,13,0,0,0,0,0,0
SC,Pickens,Construction,0,1,2,0,0,0,0,0,0,0,0,2
SC,Pickens,Event,0,0,0,0,0,0,16,0,0,0,0,0
SC,Pickens,Incident,0,26,32,6,1,0,0,0,0,0,0,0
SC,Pickens,Lane,0,12,12,0,0,0,0,0,0,0,0,0
SC,Pickens,ALL,0,375,1250,231,30,13,16,0,0,0,0,2
SC,Richland,Accident,0,2783,4061,322,1,1,0,0,0,0,0,0
SC,Richland,Broken,0,606,448,16,0,0,0,0,0,0,0,0
SC,Richland,Congestion,0,0,9911,1050,73,2,0,0,0,0,0,0
SC,Richland,Construction,0,165,28,8,2,6,1,0,0,1,0,1
SC,Richland,Event,0,0,0,0,0,0,82,0,0,0,0,0
SC,Richland,Incident,0,169,468,114,14,1,0,0,0,0,0,0
SC,Richland,Lane,0,248,326,5,1,0,0,0,0,0,0,0
SC,Richland,ALL,0,3971,15242,1515,91,10,83,0,0,1,0,1
SC,Saluda,Accident,0,89,183,19,1,0,0,0,0,0,0,0
SC,Saluda,Broken,0,16,12,1,0,0,0,0,0,0,0,0
SC,Saluda,Congestion,21,26,290,25,0,0,0,0,0,0,0,0
SC,Saluda,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SC,Saluda,Incident,0,33,29,2,0,0,0,0,0,0,0,0
SC,Saluda,Lane,0,19,18,3,0,0,0,0,0,0,0,0
SC,Saluda,ALL,21,183,532,50,1,0,0,0,0,0,0,1
SC,Spartanburg,Accident,0,2128,3249,317,3,0,0,0,0,0,0,0
SC,Spartanburg,Broken,0,342,200,5,0,0,0,0,0,0,0,0
SC,Spartanburg,Congestion,0,0,2714,202,10,0,0,0,0,0,0,0
SC,Spartanburg,Construction,0,113,19,6,0,4,2,2,0,1,2,29
SC,Spartanburg,Event,0,0,0,0,0,0,11,0,0,0,0,0
SC,Spartanburg,Incident,0,162,241,35,2,2,0,0,0,0,0,0
SC,Spartanburg,Lane,0,136,152,12,0,0,0,0,0,0,0,0
SC,Spartanburg,ALL,0,2881,6575,577,15,6,13,2,0,1,2,29
SC,Sumter,Accident,0,301,458,42,0,0,0,0,0,0,0,0
SC,Sumter,Broken,0,47,27,1,0,0,0,0,0,0,0,0
SC,Sumter,Congestion,0,0,1824,97,3,1,0,0,0,0,0,0
SC,Sumter,Construction,0,0,0,0,0,16,1,0,0,0,1,1
SC,Sumter,Incident,0,22,39,8,2,1,0,0,0,0,0,0
SC,Sumter,Lane,0,10,14,0,0,0,0,0,0,0,0,0
SC,Sumter,ALL,0,380,2362,148,5,18,1,0,0,0,1,1
SC,Union,Accident,0,93,117,7,0,0,0,0,0,0,0,0
SC,Union,Broken,0,5,6,1,0,0,0,0,0,0,0,0
SC,Union,Congestion,0,0,320,12,7,6,2,0,0,0,0,0
SC,Union,Construction,0,0,1,0,0,0,0,0,0,0,0,0
SC,Union,Incident,0,1,5,2,0,0,0,0,0,0,0,0
SC,Union,Lane,0,5,3,0,0,0,0,0,0,0,0,0
SC,Union,ALL,0,104,452,22,7,6,2,0,0,0,0,0
SC,Williamsburg,Accident,0,99,146,10,1,0,0,0,0,0,0,0
SC,Williamsburg,Broken,0,10,7,0,0,0,0,0,0,0,0,0
SC,Williamsburg,Congestion,0,0,859,72,0,0,0,0,0,0,0,0
SC,Williamsburg,Construction,0,0,0,0,0,0,0,0,0,0,0,2
SC,Williamsburg,Incident,0,6,6,1,0,0,0,0,0,0,0,0
SC,Williamsburg,Lane,0,2,6,0,0,0,0,0,0,0,0,0
SC,Williamsburg,ALL,0,117,1024,83,1,0,0,0,0,0,0,2
SC,York,Accident,0,792,993,54,1,0,0,0,0,0,0,0
SC,York,Broken,0,69,61,0,0,0,0,0,0,0,0,0
SC,York,Congestion,0,0,2270,350,17,0,0,0,0,0,0,0
SC,York,Construction,0,4,0,0,0,0,0,0,0,0,0,5
SC,York,Event,0,0,0,0,0,0,9,0,0,0,0,0
SC,York,Incident,0,40,89,16,0,0,2,0,0,0,0,0
SC,York,Lane,0,44,60,2,0,0,0,0,0,0,0,0
SC,York,ALL,0,949,3473,422,18,0,11,0,0,0,0,5
SD,ALL,Accident,0,1,2,0,0,0,0,0,0,0,0,0
SD,ALL,Broken,0,1,0,0,0,0,0,0,0,0,0,0
SD,ALL,Congestion,53,51,16689,327,19,0,0,0,0,0,0,0
SD,ALL,Construction,0,2,0,0,0,0,0,1,0,0,0,13
SD,ALL,Event,0,0,0,0,0,0,13,0,0,0,0,0
SD,ALL,Incident,0,3,47,26,2,1,0,3,0,2,0,0
SD,ALL,Lane,0,1,0,0,0,0,0,0,0,0,0,0
SD,ALL,ALL,53,59,16738,353,21,1,13,4,0,2,0,13
SD,Aurora,Accident,0,0,1,0,0,0,0,0,0,0,0,0
SD,Aurora,Congestion,0,0,574,8,0,0,0,0,0,0,0,0
SD,Aurora,Incident,0,0,2,0,0,0,0,0,0,0,0,0
SD,Aurora,ALL,0,0,577,8,0,0,0,0,0,0,0,0
SD,Beadle,Congestion,0,0,162,1,0,0,0,0,0,0,0,0
SD,Beadle,Incident,0,0,0,1,0,0,0,0,0,0,0,0
SD,Beadle,ALL,0,0,162,2,0,0,0,0,0,0,0,0
SD,Bennett,Congestion,0,0,25,0,0,0,0,0,0,0,0,0
SD,Bennett,ALL,0,0,25,0,0,0,0,0,0,0,0,0
SD,Bon Homme,Congestion,0,0,65,1,0,0,0,0,0,0,0,0
SD,Bon Homme,ALL,0,0,65,1,0,0,0,0,0,0,0,0
SD,Brookings,Congestion,0,0,321,12,0,0,0,0,0,0,0,0
SD,Brookings,Event,0,0,0,0,0,0,6,0,0,0,0,0
SD,Brookings,Incident,0,0,0,1,0,0,0,0,0,0,0,0
SD,Brookings,ALL,0,0,321,13,0,0,6,0,0,0,0,0
SD,Brown,Congestion,0,0,333,19,7,0,0,0,0,0,0,0
SD,Brown,Construction,0,0,0,0,0,0,0,0,0,0,0,2
SD,Brown,Incident,0,0,3,1,0,0,0,0,0,0,0,0
SD,Brown,ALL,0,0,336,20,7,0,0,0,0,0,0,2
SD,Brule,Congestion,0,0,375,3,0,0,0,0,0,0,0,0
SD,Brule,Incident,0,0,2,0,0,0,0,0,0,0,0,0
SD,Brule,ALL,0,0,377,3,0,0,0,0,0,0,0,0
SD,Buffalo,Congestion,0,0,21,0,0,0,0,0,0,0,0,0
SD,Buffalo,ALL,0,0,21,0,0,0,0,0,0,0,0,0
SD,Butte,Congestion,0,0,536,7,0,0,0,0,0,0,0,0
SD,Butte,ALL,0,0,536,7,0,0,0,0,0,0,0,0
SD,Campbell,Congestion,0,0,72,0,0,0,0,0,0,0,0,0
SD,Campbell,ALL,0,0,72,0,0,0,0,0,0,0,0,0
SD,Charles Mix,Congestion,0,0,116,1,0,0,0,0,0,0,0,0
SD,Charles Mix,ALL,0,0,116,1,0,0,0,0,0,0,0,0
SD,Clark,Congestion,0,0,62,0,0,0,0,0,0,0,0,0
SD,Clark,ALL,0,0,62,0,0,0,0,0,0,0,0,0
SD,Clay,Congestion,0,0,82,2,0,0,0,0,0,0,0,0
SD,Clay,Construction,0,1,0,0,0,0,0,0,0,0,0,0
SD,Clay,Event,0,0,0,0,0,0,7,0,0,0,0,0
SD,Clay,Incident,0,0,0,0,0,0,0,0,0,1,0,0
SD,Clay,ALL,0,1,82,2,0,0,7,0,0,1,0,0
SD,Codington,Congestion,0,0,405,13,0,0,0,0,0,0,0,0
SD,Codington,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SD,Codington,Incident,0,0,1,1,0,0,0,0,0,0,0,0
SD,Codington,ALL,0,0,406,14,0,0,0,0,0,0,0,1
SD,Corson,Congestion,0,0,27,1,0,0,0,0,0,0,0,0
SD,Corson,ALL,0,0,27,1,0,0,0,0,0,0,0,0
SD,Custer,Congestion,0,0,167,0,0,0,0,0,0,0,0,0
SD,Custer,ALL,0,0,167,0,0,0,0,0,0,0,0,0
SD,Davison,Congestion,0,0,325,3,0,0,0,0,0,0,0,0
SD,Davison,Incident,0,0,0,0,1,0,0,0,0,0,0,0
SD,Davison,ALL,0,0,325,3,1,0,0,0,0,0,0,0
SD,Day,Congestion,0,0,203,0,0,0,0,0,0,0,0,0
SD,Day,ALL,0,0,203,0,0,0,0,0,0,0,0,0
SD,Deuel,Congestion,0,0,318,7,0,0,0,0,0,0,0,0
SD,Deuel,Incident,0,0,0,2,0,0,0,0,0,0,0,0
SD,Deuel,ALL,0,0,318,9,0,0,0,0,0,0,0,0
SD,Dewey,Congestion,0,0,93,0,0,0,0,0,0,0,0,0
SD,Dewey,ALL,0,0,93,0,0,0,0,0,0,0,0,0
SD,Douglas,Congestion,0,0,102,2,0,0,0,0,0,0,0,0
SD,Douglas,ALL,0,0,102,2,0,0,0,0,0,0,0,0
SD,Edmunds,Congestion,0,0,155,2,0,0,0,0,0,0,0,0
SD,Edmunds,Incident,0,0,1,0,0,0,0,0,0,0,0,0
SD,Edmunds,ALL,0,0,156,2,0,0,0,0,0,0,0,0
SD,Fall River,Congestion,0,0,190,0,0,0,0,0,0,0,0,0
SD,Fall River,Incident,0,0,1,0,0,0,0,0,0,0,0,0
SD,Fall River,ALL,0,0,191,0,0,0,0,0,0,0,0,0
SD,Faulk,Congestion,0,0,47,0,0,0,0,0,0,0,0,0
SD,Faulk,ALL,0,0,47,0,0,0,0,0,0,0,0,0
SD,Grant,Congestion,0,0,430,4,0,0,0,0,0,0,0,0
SD,Grant,Incident,0,0,1,1,0,0,0,0,0,0,0,0
SD,Grant,ALL,0,0,431,5,0,0,0,0,0,0,0,0
SD,Gregory,Congestion,0,0,178,3,0,0,0,0,0,0,0,0
SD,Gregory,ALL,0,0,178,3,0,0,0,0,0,0,0,0
SD,Haakon,Congestion,0,0,38,1,0,0,0,0,0,0,0,0
SD,Haakon,ALL,0,0,38,1,0,0,0,0,0,0,0,0
SD,Hamlin,Congestion,0,0,79,1,0,0,0,0,0,0,0,0
SD,Hamlin,ALL,0,0,79,1,0,0,0,0,0,0,0,0
SD,Hand,Accident,0,1,0,0,0,0,0,0,0,0,0,0
SD,Hand,Congestion,0,0,41,1,0,0,0,0,0,0,0,0
SD,Hand,ALL,0,1,41,1,0,0,0,0,0,0,0,0
SD,Hanson,Congestion,0,0,347,1,0,0,0,0,0,0,0,0
SD,Hanson,Incident,0,0,2,0,0,0,0,0,0,0,0,0
SD,Hanson,ALL,0,0,349,1,0,0,0,0,0,0,0,0
SD,Harding,Congestion,0,0,450,3,0,0,0,0,0,0,0,0
SD,Harding,ALL,0,0,450,3,0,0,0,0,0,0,0,0
SD,Hughes,Accident,0,0,1,0,0,0,0,0,0,0,0,0
SD,Hughes,Congestion,0,0,42,0,0,0,0,0,0,0,0,0
SD,Hughes,ALL,0,0,43,0,0,0,0,0,0,0,0,0
SD,Hutchinson,Congestion,0,0,172,3,0,0,0,0,0,0,0,0
SD,Hutchinson,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SD,Hutchinson,Incident,0,0,1,0,0,0,0,0,0,0,0,0
SD,Hutchinson,ALL,0,0,173,3,0,0,0,0,0,0,0,1
SD,Hyde,Congestion,0,0,31,0,0,0,0,0,0,0,0,0
SD,Hyde,ALL,0,0,31,0,0,0,0,0,0,0,0,0
SD,Jackson,Congestion,0,0,559,4,0,0,0,0,0,0,0,0
SD,Jackson,Incident,0,2,2,0,0,0,0,0,0,0,0,0
SD,Jackson,Lane,0,1,0,0,0,0,0,0,0,0,0,0
SD,Jackson,ALL,0,3,561,4,0,0,0,0,0,0,0,0
SD,Jerauld,Congestion,0,0,72,3,0,0,0,0,0,0,0,0
SD,Jerauld,Incident,0,0,1,0,0,0,0,0,0,0,0,0
SD,Jerauld,ALL,0,0,73,3,0,0,0,0,0,0,0,0
SD,Jones,Congestion,0,0,433,2,0,0,0,0,0,0,0,0
SD,Jones,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SD,Jones,Incident,0,0,0,2,0,0,0,0,0,0,0,0
SD,Jones,ALL,0,0,433,4,0,0,0,0,0,0,0,1
SD,Kingsbury,Congestion,0,0,120,2,0,0,0,0,0,0,0,0
SD,Kingsbury,ALL,0,0,120,2,0,0,0,0,0,0,0,0
SD,Lake,Congestion,0,0,112,5,0,0,0,0,0,0,0,0
SD,Lake,ALL,0,0,112,5,0,0,0,0,0,0,0,0
SD,Lawrence,Congestion,3,1,852,45,0,0,0,0,0,0,0,0
SD,Lawrence,Incident,0,0,1,1,0,0,0,0,0,0,0,0
SD,Lawrence,ALL,3,1,853,46,0,0,0,0,0,0,0,0
SD,Lincoln,Congestion,0,0,464,11,1,0,0,0,0,0,0,0
SD,Lincoln,Construction,0,1,0,0,0,0,0,0,0,0,0,2
SD,Lincoln,Incident,0,0,1,2,0,0,0,0,0,0,0,0
SD,Lincoln,ALL,0,1,465,13,1,0,0,0,0,0,0,2
SD,Lyman,Congestion,0,0,733,0,0,0,0,0,0,0,0,0
SD,Lyman,Construction,0,0,0,0,0,0,0,1,0,0,0,0
SD,Lyman,Incident,0,0,4,2,0,0,0,0,0,0,0,0
SD,Lyman,ALL,0,0,737,2,0,0,0,1,0,0,0,0
SD,Marshall,Congestion,0,0,18,0,0,0,0,0,0,0,0,0
SD,Marshall,ALL,0,0,18,0,0,0,0,0,0,0,0,0
SD,McCook,Congestion,0,0,518,11,1,0,0,0,0,0,0,0
SD,McCook,Incident,0,0,1,0,0,0,0,0,0,0,0,0
SD,McCook,ALL,0,0,519,11,1,0,0,0,0,0,0,0
SD,McPherson,Congestion,0,0,3,0,0,0,0,0,0,0,0,0
SD,McPherson,ALL,0,0,3,0,0,0,0,0,0,0,0,0
SD,Mccook,Congestion,0,0,5,0,0,0,0,0,0,0,0,0
SD,Mccook,ALL,0,0,5,0,0,0,0,0,0,0,0,0
SD,Meade,Congestion,0,0,390,7,1,0,0,0,0,0,0,0
SD,Meade,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SD,Meade,Incident,0,0,2,1,1,0,0,0,0,0,0,0
SD,Meade,ALL,0,0,392,8,2,0,0,0,0,0,0,1
SD,Mellette,Congestion,0,0,96,0,0,0,0,0,0,0,0,0
SD,Mellette,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SD,Mellette,ALL,0,0,96,0,0,0,0,0,0,0,0,1
SD,Miner,Congestion,0,0,55,2,0,0,0,0,0,0,0,0
SD,Miner,ALL,0,0,55,2,0,0,0,0,0,0,0,0
SD,Minnehaha,Congestion,0,1,1183,37,1,0,0,0,0,0,0,0
SD,Minnehaha,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SD,Minnehaha,Incident,0,0,8,4,0,1,0,1,0,0,0,0
SD,Minnehaha,ALL,0,1,1191,41,1,1,0,1,0,0,0,1
SD,Moody,Congestion,0,0,255,8,0,0,0,0,0,0,0,0
SD,Moody,Incident,0,0,0,3,0,0,0,0,0,0,0,0
SD,Moody,ALL,0,0,255,11,0,0,0,0,0,0,0,0
SD,Oglala Lakota,Congestion,0,0,230,5,0,0,0,0,0,0,0,0
SD,Oglala Lakota,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SD,Oglala Lakota,ALL,0,0,230,5,0,0,0,0,0,0,0,1
SD,Pennington,Broken,0,1,0,0,0,0,0,0,0,0,0,0
SD,Pennington,Congestion,0,0,1514,46,4,0,0,0,0,0,0,0
SD,Pennington,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SD,Pennington,Incident,0,0,9,2,0,0,0,0,0,0,0,0
SD,Pennington,ALL,0,1,1523,48,4,0,0,0,0,0,0,1
SD,Perkins,Congestion,0,0,145,2,0,0,0,0,0,0,0,0
SD,Perkins,ALL,0,0,145,2,0,0,0,0,0,0,0,0
SD,Potter,Congestion,0,0,81,0,0,0,0,0,0,0,0,0
SD,Potter,ALL,0,0,81,0,0,0,0,0,0,0,0,0
SD,Roberts,Congestion,0,0,560,3,1,0,0,0,0,0,0,0
SD,Roberts,ALL,0,0,560,3,1,0,0,0,0,0,0,0
SD,Sanborn,Congestion,0,0,43,0,0,0,0,0,0,0,0,0
SD,Sanborn,ALL,0,0,43,0,0,0,0,0,0,0,0,0
SD,Spink,Congestion,0,0,70,1,0,0,0,0,0,0,0,0
SD,Spink,ALL,0,0,70,1,0,0,0,0,0,0,0,0
SD,Stanley,Congestion,0,0,121,0,0,0,0,0,0,0,0,0
SD,Stanley,Incident,0,0,1,0,0,0,0,0,0,0,0,0
SD,Stanley,ALL,0,0,122,0,0,0,0,0,0,0,0,0
SD,Sully,Congestion,0,0,18,0,0,0,0,0,0,0,0,0
SD,Sully,ALL,0,0,18,0,0,0,0,0,0,0,0,0
SD,Todd,Congestion,0,0,308,3,0,0,0,0,0,0,0,0
SD,Todd,Construction,0,0,0,0,0,0,0,0,0,0,0,1
SD,Todd,ALL,0,0,308,3,0,0,0,0,0,0,0,1
SD,Tripp,Congestion,0,0,90,0,0,0,0,0,0,0,0,0
SD,Tripp,ALL,0,0,90,0,0,0,0,0,0,0,0,0
SD,Turner,Congestion,0,0,41,0,0,0,0,0,0,0,0,0
SD,Turner,Incident,0,0,0,0,0,0,0,1,0,1,0,0
SD,Turner,ALL,0,0,41,0,0,0,0,1,0,1,0,0
SD,Union,Congestion,50,49,606,26,3,0,0,0,0,0,0,0
SD,Union,Incident,0,1,2,2,0,0,0,1,0,0,0,0
SD,Union,ALL,50,50,608,28,3,0,0,1,0,0,0,0
SD,Walworth,Congestion,0,0,129,0,0,0,0,0,0,0,0,0
SD,Walworth,ALL,0,0,129,0,0,0,0,0,0,0,0,0
SD,Yankton,Congestion,0,0,229,5,0,0,0,0,0,0,0,0
SD,Yankton,Incident,0,0,1,0,0,0,0,0,0,0,0,0
SD,Yankton,ALL,0,0,230,5,0,0,0,0,0,0,0,0
SD,Ziebach,Congestion,0,0,52,0,0,0,0,0,0,0,0,0
SD,Ziebach,ALL,0,0,52,0,0,0,0,0,0,0,0,0
TN,ALL,Accident,0,14798,5885,99,7,0,0,0,0,0,0,0
TN,ALL,Broken,0,3624,1138,22,3,0,1,0,0,0,0,0
TN,ALL,Congestion,1,4,127259,12099,1164,115,7,0,0,0,0,0
TN,ALL,Construction,2,164,90,57,193,632,365,250,207,213,91,506
TN,ALL,Event,0,1,0,0,0,0,593,1,0,0,0,0
TN,ALL,Incident,0,1271,2370,775,194,28,7,0,2,1,2,2
TN,ALL,Lane,0,961,276,28,4,1,0,0,0,0,0,0
TN,ALL,Other,0,10,3,2,2,18,1,2,9,1,0,12
TN,ALL,ALL,3,20833,137021,13082,1567,794,974,253,218,215,93,520
TN,Anderson,Accident,0,11,12,0,0,0,0,0,0,0,0,0
TN,Anderson,Broken,0,3,3,1,0,0,0,0,0,0,0,0
TN,Anderson,Congestion,0,0,473,74,13,17,3,0,0,0,0,0
TN,Anderson,Construction,0,0,0,2,0,2,2,1,0,1,0,2
TN,Anderson,Incident,0,9,9,4,2,0,0,0,0,0,0,0
TN,Anderson,Lane,0,0,2,0,0,0,0,0,0,0,0,0
TN,Anderson,ALL,0,23,499,81,15,19,5,1,0,1,0,2
TN,Bedford,Accident,0,1,0,0,0,0,0,0,0,0,0,0
TN,Bedford,Congestion,0,0,455,33,9,3,0,0,0,0,0,0
TN,Bedford,Construction,0,0,0,0,0,0,3,2,0,0,0,4
TN,Bedford,Incident,0,0,4,1,0,0,0,0,0,0,0,0
TN,Bedford,ALL,0,1,459,34,9,3,3,2,0,0,0,4
TN,Benton,Accident,0,5,0,0,0,0,0,0,0,0,0,0
TN,Benton,Broken,0,1,1,0,0,0,0,0,0,0,0,0
TN,Benton,Congestion,0,0,443,20,4,0,0,0,0,0,0,0
TN,Benton,Construction,0,0,0,0,0,0,1,2,1,3,1,4
TN,Benton,Incident,0,2,5,4,1,0,0,0,0,0,0,0
TN,Benton,Other,0,0,0,0,0,0,0,0,0,0,0,2
TN,Benton,ALL,0,8,449,24,5,0,1,2,1,3,1,6
TN,Bledsoe,Accident,0,3,1,0,0,0,0,0,0,0,0,0
TN,Bledsoe,Congestion,0,0,84,2,0,0,0,0,0,0,0,0
TN,Bledsoe,Construction,0,1,0,0,0,0,0,0,1,0,0,0
TN,Bledsoe,Incident,0,2,4,0,0,0,0,0,0,0,0,0
TN,Bledsoe,ALL,0,6,89,2,0,0,0,0,1,0,0,0
TN,Blount,Accident,0,11,35,1,0,0,0,0,0,0,0,0
TN,Blount,Broken,0,1,0,0,0,0,0,0,0,0,0,0
TN,Blount,Congestion,0,0,1306,65,3,0,0,0,0,0,0,0
TN,Blount,Construction,0,0,1,0,3,3,0,0,0,1,0,0
TN,Blount,Incident,0,9,14,1,0,7,0,0,1,0,1,0
TN,Blount,Lane,0,1,2,0,0,0,0,0,0,0,0,0
TN,Blount,ALL,0,22,1358,67,6,10,0,0,1,1,1,0
TN,Bradley,Accident,0,62,20,0,0,0,0,0,0,0,0,0
TN,Bradley,Broken,0,32,2,0,0,0,0,0,0,0,0,0
TN,Bradley,Congestion,0,0,751,65,1,0,0,0,0,0,0,0
