State,County,RefinedType,"(0.0, 16.0]","(16.0, 32.0]","(32.0, 64.0]","(64.0, 128.0]","(128.0, 256.0]","(256.0, 512.0]","(512.0, 1024.0]","(1024.0, 2048.0]","(2048.0, 4096.0]","(4096.0, 8192.0]","(8192.0, 16384.0]","(16384.0, inf]"
IL,Macon,Congestion,101,69,681,12,2,0,0,0,0,0,0,0
IL,Macon,Construction,0,1,1,0,0,0,0,0,0,0,0,5
IL,Macon,Incident,2,5,16,2,0,0,0,0,0,0,0,0
IL,Macon,Lane,0,1,3,0,0,0,0,0,0,0,0,0
IL,Macon,ALL,103,89,710,15,2,0,0,0,0,0,0,5
IL,Macoupin,Accident,0,0,2,0,0,0,0,0,0,0,0,0
IL,Macoupin,Broken,0,1,0,0,0,0,0,0,0,0,0,0
IL,Macoupin,Congestion,30,19,126,7,0,0,0,0,0,0,0,0
IL,Macoupin,Construction,0,0,1,2,1,0,0,0,1,1,1,7
IL,Macoupin,Incident,0,4,3,1,0,0,0,0,0,0,0,0
IL,Macoupin,Lane,0,2,0,0,0,0,0,0,0,0,0,0
IL,Macoupin,ALL,30,26,132,10,1,0,0,0,1,1,1,7
IL,Madison,Accident,0,57,50,1,1,0,0,0,0,0,0,0
IL,Madison,Broken,0,5,3,0,0,0,0,0,0,0,0,0
IL,Madison,Congestion,373,313,2006,278,50,11,1,0,0,0,0,0
IL,Madison,Construction,0,19,8,0,2,4,5,0,4,2,0,31
IL,Madison,Event,0,0,0,0,0,0,34,0,0,0,0,0
IL,Madison,Incident,22,58,72,26,15,2,0,1,0,0,0,1
IL,Madison,Lane,0,5,10,7,0,0,0,0,0,0,0,0
IL,Madison,ALL,395,457,2149,312,68,17,40,1,4,2,0,32
IL,Marion,Accident,0,5,2,0,0,0,0,0,0,0,0,0
IL,Marion,Broken,0,1,0,0,0,0,0,0,0,0,0,0
IL,Marion,Congestion,98,60,384,17,6,0,0,0,0,0,0,0
IL,Marion,Construction,0,0,0,0,0,3,0,0,0,0,2,2
IL,Marion,Incident,2,8,3,3,1,0,0,0,0,0,0,0
IL,Marion,Lane,0,0,0,1,0,0,0,0,0,0,0,0
IL,Marion,ALL,100,74,389,21,7,3,0,0,0,0,2,2
IL,Marshall,Accident,0,4,0,0,0,0,0,0,0,0,0,0
IL,Marshall,Congestion,21,7,262,6,0,0,0,0,0,0,0,0
IL,Marshall,Construction,0,1,0,0,0,0,0,0,1,1,0,0
IL,Marshall,Incident,0,3,4,2,0,0,0,0,0,1,0,0
IL,Marshall,Other,0,1,0,0,0,0,0,0,0,0,0,0
IL,Marshall,ALL,21,16,266,8,0,0,0,0,1,2,0,0
IL,Mason,Accident,0,3,2,0,0,0,0,0,0,0,0,0
IL,Mason,Congestion,11,6,71,14,0,0,0,0,0,0,0,0
IL,Mason,Construction,0,0,1,1,0,0,0,0,0,0,0,0
IL,Mason,Incident,0,2,3,0,0,0,0,0,0,0,0,0
IL,Mason,ALL,11,11,77,15,0,0,0,0,0,0,0,0
IL,Massac,Accident,0,1,0,0,0,0,0,0,0,0,0,0
IL,Massac,Congestion,0,0,51,0,0,0,0,0,0,0,0,0
IL,Massac,Construction,0,0,0,0,0,1,1,0,0,0,0,0
IL,Massac,Incident,0,3,3,0,0,0,0,0,0,0,0,0
IL,Massac,Lane,0,0,1,1,0,0,0,0,0,0,0,0
IL,Massac,ALL,0,4,55,1,0,1,1,0,0,0,0,0
IL,McDonough,Accident,0,1,0,0,0,0,0,0,0,0,0,0
IL,McDonough,Congestion,7,4,112,1,0,0,0,0,0,0,0,0
IL,McDonough,Construction,0,0,1,2,1,1,0,0,0,0,0,2
IL,McDonough,Event,0,0,0,0,0,0,5,0,0,0,0,0
IL,McDonough,Incident,0,1,0,1,2,2,0,0,0,0,0,0
IL,McDonough,ALL,7,6,113,4,3,3,5,0,0,0,0,2
IL,McHenry,Accident,0,31,40,1,0,0,0,0,0,0,0,0
IL,McHenry,Broken,0,5,1,1,0,0,0,0,0,0,0,0
IL,McHenry,Congestion,277,150,1324,178,28,5,0,0,0,0,0,0
IL,McHenry,Construction,0,2,4,0,0,0,2,1,0,2,0,5
IL,McHenry,Incident,7,19,30,8,2,2,0,0,0,0,0,0
IL,McHenry,Lane,0,3,1,1,0,0,0,0,0,0,0,0
IL,McHenry,ALL,284,210,1400,189,30,7,2,1,0,2,0,5
IL,McLean,Accident,0,13,11,1,0,0,0,0,0,0,0,0
IL,McLean,Broken,0,4,1,0,0,0,0,0,0,0,0,0
IL,McLean,Congestion,105,69,1214,64,6,0,0,0,0,0,0,0
IL,McLean,Construction,0,0,4,0,0,0,0,0,1,0,1,6
IL,McLean,Event,0,0,0,0,0,0,26,0,0,0,0,0
IL,McLean,Incident,2,6,22,8,1,0,0,0,0,0,0,0
IL,McLean,Lane,0,1,1,0,0,0,0,0,0,0,0,0
IL,McLean,ALL,107,93,1253,73,7,0,26,0,1,0,1,6
IL,Mcdonough,Congestion,14,3,12,0,0,0,0,0,0,0,0,0
IL,Mcdonough,Event,0,0,0,0,0,0,22,0,0,0,0,0
IL,Mcdonough,Incident,0,0,4,0,0,0,0,0,0,0,0,0
IL,Mcdonough,ALL,14,3,16,0,0,0,22,0,0,0,0,0
IL,Mchenry,Accident,0,14,34,0,0,0,0,0,0,0,0,0
IL,Mchenry,Broken,0,5,2,0,0,0,0,0,0,0,0,0
IL,Mchenry,Congestion,360,229,1155,226,12,3,0,0,0,0,0,0
IL,Mchenry,Construction,0,1,7,0,1,0,0,0,0,0,0,2
IL,Mchenry,Incident,9,9,24,5,2,0,0,1,0,0,0,0
IL,Mchenry,Lane,0,2,0,0,0,0,0,0,0,0,0,0
IL,Mchenry,ALL,369,260,1222,231,15,3,0,1,0,0,0,2
IL,Mclean,Accident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Mclean,Congestion,13,13,21,0,1,0,0,0,0,0,0,0
IL,Mclean,Construction,0,0,0,0,0,0,0,0,1,0,0,0
IL,Mclean,Event,0,0,0,0,0,0,12,0,0,0,0,0
IL,Mclean,Lane,0,0,0,1,0,0,0,0,0,0,0,0
IL,Mclean,ALL,13,13,22,1,1,0,12,0,1,0,0,0
IL,Menard,Accident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Menard,Congestion,8,4,21,9,1,0,0,0,0,0,0,0
IL,Menard,Incident,1,2,1,0,0,0,0,0,0,0,0,0
IL,Menard,ALL,9,6,23,9,1,0,0,0,0,0,0,0
IL,Mercer,Accident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Mercer,Congestion,4,2,80,0,0,0,0,0,0,0,0,0
IL,Mercer,Construction,0,0,0,0,0,0,0,0,0,0,0,1
IL,Mercer,Incident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Mercer,ALL,4,2,82,0,0,0,0,0,0,0,0,1
IL,Monroe,Accident,0,4,1,0,0,0,0,0,0,0,0,0
IL,Monroe,Congestion,4,17,122,7,0,0,0,0,0,0,0,0
IL,Monroe,Construction,0,0,0,0,0,1,0,0,0,0,0,2
IL,Monroe,Incident,1,1,2,1,0,0,0,0,0,0,0,0
IL,Monroe,Lane,0,0,1,0,0,0,0,0,0,0,0,0
IL,Monroe,ALL,5,22,126,8,0,1,0,0,0,0,0,2
IL,Montgomery,Accident,0,4,4,0,0,0,0,0,0,0,0,0
IL,Montgomery,Broken,0,0,1,0,0,0,0,0,0,0,0,0
IL,Montgomery,Congestion,22,21,121,8,0,0,0,0,0,0,0,0
IL,Montgomery,Construction,0,1,2,0,0,0,1,0,0,1,0,3
IL,Montgomery,Incident,0,6,5,2,0,0,0,0,0,0,0,0
IL,Montgomery,Lane,0,0,1,0,0,0,0,0,0,0,0,0
IL,Montgomery,ALL,22,32,134,10,0,0,1,0,0,1,0,3
IL,Morgan,Accident,0,1,0,0,0,0,0,0,0,0,0,0
IL,Morgan,Congestion,33,25,160,0,0,0,0,0,0,0,0,0
IL,Morgan,Construction,0,0,0,0,0,0,0,0,0,0,0,2
IL,Morgan,Incident,3,3,4,0,0,0,0,0,0,0,0,0
IL,Morgan,ALL,36,29,164,0,0,0,0,0,0,0,0,2
IL,Moultrie,Congestion,11,17,77,1,0,0,0,0,0,0,0,0
IL,Moultrie,Construction,0,0,0,0,0,0,0,0,0,0,0,4
IL,Moultrie,ALL,11,17,77,1,0,0,0,0,0,0,0,4
IL,Newton,Incident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Newton,ALL,0,0,1,0,0,0,0,0,0,0,0,0
IL,Ogle,Accident,0,5,11,0,0,0,0,0,0,0,0,0
IL,Ogle,Broken,0,2,0,0,0,0,0,0,0,0,0,0
IL,Ogle,Congestion,131,80,550,27,4,0,0,0,0,0,0,0
IL,Ogle,Construction,0,0,1,2,3,4,2,0,0,0,0,0
IL,Ogle,Incident,1,2,8,4,2,0,0,0,0,0,0,0
IL,Ogle,Lane,0,1,1,0,0,0,0,0,0,0,0,0
IL,Ogle,ALL,132,90,571,33,9,4,2,0,0,0,0,0
IL,Peoria,Accident,0,13,18,0,0,0,0,0,0,0,0,0
IL,Peoria,Broken,0,4,2,0,0,0,0,0,0,0,0,0
IL,Peoria,Congestion,132,137,1043,58,9,0,0,0,0,0,0,0
IL,Peoria,Construction,0,8,12,2,4,13,1,2,0,1,2,8
IL,Peoria,Event,0,0,0,0,0,0,136,0,0,0,0,0
IL,Peoria,Incident,1,12,19,7,0,0,0,0,0,0,0,0
IL,Peoria,Lane,0,10,13,0,1,0,0,0,0,0,0,0
IL,Peoria,ALL,133,184,1107,67,14,13,137,2,0,1,2,8
IL,Perry,Accident,0,1,0,0,0,0,0,0,0,0,0,0
IL,Perry,Congestion,0,0,278,25,3,0,0,0,0,0,0,0
IL,Perry,Construction,0,0,0,0,0,0,0,0,0,1,0,1
IL,Perry,Incident,0,0,2,0,0,0,0,0,0,0,0,0
IL,Perry,ALL,0,1,280,25,3,0,0,0,0,1,0,1
IL,Piatt,Accident,0,3,2,0,0,0,0,0,0,0,0,0
IL,Piatt,Congestion,27,6,136,5,2,0,0,0,0,0,0,0
IL,Piatt,Construction,0,0,0,0,0,0,0,0,0,0,0,1
IL,Piatt,Incident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Piatt,ALL,27,9,139,5,2,0,0,0,0,0,0,1
IL,Pike,Congestion,4,4,191,0,0,0,0,0,0,0,0,0
IL,Pike,Construction,0,0,0,0,0,1,0,0,0,0,0,3
IL,Pike,Incident,0,1,0,0,0,0,0,0,0,0,0,0
IL,Pike,ALL,4,5,191,0,0,1,0,0,0,0,0,3
IL,Pope,Congestion,0,0,7,0,0,0,0,0,0,0,0,0
IL,Pope,ALL,0,0,7,0,0,0,0,0,0,0,0,0
IL,Pulaski,Accident,0,2,2,0,0,0,0,0,0,0,0,0
IL,Pulaski,Congestion,0,0,52,1,0,0,0,0,0,0,0,0
IL,Pulaski,ALL,0,2,54,1,0,0,0,0,0,0,0,0
IL,Putnam,Accident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Putnam,Congestion,3,1,80,1,0,0,0,0,0,0,0,0
IL,Putnam,Construction,0,0,0,0,0,0,0,0,0,0,0,2
IL,Putnam,Incident,0,2,1,0,0,0,0,0,0,0,0,0
IL,Putnam,Lane,0,0,1,0,0,0,0,0,0,0,0,0
IL,Putnam,ALL,3,3,83,1,0,0,0,0,0,0,0,2
IL,Randolph,Accident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Randolph,Congestion,0,0,199,7,0,0,0,0,0,0,0,0
IL,Randolph,Construction,0,0,0,0,0,0,2,0,0,0,0,0
IL,Randolph,Incident,0,2,1,0,0,0,0,0,0,0,0,0
IL,Randolph,ALL,0,2,201,7,0,0,2,0,0,0,0,0
IL,Richland,Broken,0,1,0,0,0,0,0,0,0,0,0,0
IL,Richland,Congestion,57,47,325,9,0,0,0,0,0,0,0,0
IL,Richland,Construction,0,0,0,0,0,0,0,0,0,0,0,3
IL,Richland,Incident,1,2,3,0,1,0,0,0,0,0,0,0
IL,Richland,ALL,58,50,328,9,1,0,0,0,0,0,0,3
IL,Rock Island,Accident,0,19,13,0,0,0,0,0,0,0,0,0
IL,Rock Island,Broken,0,12,3,0,0,0,0,0,0,0,0,0
IL,Rock Island,Congestion,59,79,579,52,12,2,0,0,0,0,0,0
IL,Rock Island,Construction,0,5,10,3,0,0,4,0,1,0,1,13
IL,Rock Island,Event,0,0,0,0,0,0,2,0,0,0,0,0
IL,Rock Island,Incident,0,13,22,8,6,2,3,0,0,1,0,0
IL,Rock Island,Lane,0,7,4,0,0,0,0,0,0,0,0,0
IL,Rock Island,ALL,59,135,631,63,18,4,9,0,1,1,1,13
IL,Saint Clair,Accident,0,7,6,0,0,0,0,0,0,0,0,0
IL,Saint Clair,Congestion,139,105,381,33,2,0,0,0,0,0,0,0
IL,Saint Clair,Construction,0,1,0,0,0,2,1,1,0,1,1,0
IL,Saint Clair,Incident,5,8,9,6,3,0,0,0,0,0,0,0
IL,Saint Clair,ALL,144,121,396,39,5,2,1,1,0,1,1,0
IL,Saline,Accident,0,1,1,0,0,0,0,0,0,0,0,0
IL,Saline,Congestion,0,0,107,1,0,0,0,0,0,0,0,0
IL,Saline,Construction,0,0,0,0,0,0,0,0,1,0,0,3
IL,Saline,Incident,0,0,2,0,1,0,0,0,0,0,0,0
IL,Saline,ALL,0,1,110,1,1,0,0,0,1,0,0,3
IL,Sangamon,Accident,0,18,24,0,0,0,0,0,0,0,0,0
IL,Sangamon,Broken,0,1,2,0,0,0,0,0,0,0,0,0
IL,Sangamon,Congestion,87,125,842,108,39,3,0,0,0,0,0,0
IL,Sangamon,Construction,0,3,7,2,1,2,0,0,1,0,0,5
IL,Sangamon,Event,0,0,0,0,0,0,1,0,0,0,0,0
IL,Sangamon,Incident,0,12,34,26,18,1,0,0,0,0,0,0
IL,Sangamon,Lane,0,2,4,1,1,0,0,0,0,0,0,0
IL,Sangamon,ALL,87,161,913,137,59,6,1,0,1,0,0,5
IL,Schuyler,Congestion,11,4,71,1,0,0,0,0,0,0,0,0
IL,Schuyler,Construction,0,0,0,0,0,0,0,0,0,0,0,2
IL,Schuyler,Incident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Schuyler,ALL,11,4,72,1,0,0,0,0,0,0,0,2
IL,Scott,Congestion,15,5,50,3,0,0,0,0,0,0,0,0
IL,Scott,Construction,0,0,0,2,1,0,1,0,0,0,0,2
IL,Scott,Lane,0,2,0,0,0,0,0,0,0,0,0,0
IL,Scott,ALL,15,7,50,5,1,0,1,0,0,0,0,2
IL,Shelby,Congestion,14,9,63,4,0,0,0,0,0,0,0,0
IL,Shelby,Construction,0,0,0,0,0,0,0,0,0,0,0,1
IL,Shelby,ALL,14,9,63,4,0,0,0,0,0,0,0,1
IL,St. Clair,Accident,0,79,81,0,0,0,0,0,0,0,0,0
IL,St. Clair,Broken,0,5,6,1,0,0,0,0,0,0,0,0
IL,St. Clair,Congestion,353,376,1644,384,55,6,2,0,0,0,0,0
IL,St. Clair,Construction,0,26,17,0,0,11,0,1,2,0,2,16
IL,St. Clair,Incident,19,66,94,75,17,6,1,1,0,0,0,0
IL,St. Clair,Lane,0,4,7,0,1,0,0,0,0,0,0,0
IL,St. Clair,ALL,372,556,1849,460,73,23,3,2,2,0,2,16
IL,Stark,Accident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Stark,Congestion,9,4,60,1,0,0,0,0,0,0,0,0
IL,Stark,Incident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Stark,ALL,9,4,62,1,0,0,0,0,0,0,0,0
IL,Stephenson,Accident,0,3,1,0,0,0,0,0,0,0,0,0
IL,Stephenson,Congestion,39,21,226,3,0,0,0,0,0,0,0,0
IL,Stephenson,Construction,0,0,0,0,0,0,0,0,0,0,0,1
IL,Stephenson,Incident,0,2,2,2,4,0,0,0,0,0,0,0
IL,Stephenson,ALL,39,26,229,5,4,0,0,0,0,0,0,1
IL,Tazewell,Accident,0,412,257,13,2,0,0,0,0,0,0,0
IL,Tazewell,Broken,0,130,93,4,0,0,0,0,0,0,0,0
IL,Tazewell,Congestion,71,43,651,32,8,0,0,0,0,0,0,0
IL,Tazewell,Construction,0,41,194,2,0,2,2,0,0,1,0,3
IL,Tazewell,Incident,3,70,43,4,2,0,0,0,0,0,0,0
IL,Tazewell,Lane,0,116,134,4,1,1,0,0,0,0,0,0
IL,Tazewell,Other,0,0,1,0,0,0,0,0,0,0,0,0
IL,Tazewell,ALL,74,812,1373,59,13,3,2,0,0,1,0,3
IL,Union,Accident,0,2,1,0,0,0,0,0,0,0,0,0
IL,Union,Congestion,0,0,106,4,2,0,0,0,0,0,0,0
IL,Union,Construction,0,0,0,0,0,0,1,0,0,0,0,0
IL,Union,Incident,0,6,4,0,0,0,0,0,0,0,0,0
IL,Union,ALL,0,8,111,4,2,0,1,0,0,0,0,0
IL,Vermilion,Accident,0,9,6,1,0,0,0,0,0,0,0,0
IL,Vermilion,Broken,0,3,1,0,0,0,0,0,0,0,0,0
IL,Vermilion,Congestion,54,72,344,16,3,2,0,0,0,0,0,0
IL,Vermilion,Construction,0,3,1,0,0,0,0,0,0,0,0,3
IL,Vermilion,Event,0,0,0,0,0,0,1,0,0,0,0,0
IL,Vermilion,Incident,0,8,6,0,0,0,0,0,0,0,0,0
IL,Vermilion,Lane,0,1,0,0,0,0,0,0,0,0,0,0
IL,Vermilion,ALL,54,96,358,17,3,2,1,0,0,0,0,3
IL,Wabash,Accident,0,1,0,0,0,0,0,0,0,0,0,0
IL,Wabash,Congestion,1,2,51,0,0,0,0,0,0,0,0,0
IL,Wabash,Lane,0,0,0,1,0,0,0,0,0,0,0,0
IL,Wabash,ALL,1,3,51,1,0,0,0,0,0,0,0,0
IL,Warren,Congestion,23,13,289,6,0,0,0,0,0,0,0,0
IL,Warren,Construction,0,0,1,0,0,0,0,0,0,0,0,1
IL,Warren,Incident,0,5,6,0,0,0,0,0,0,0,0,0
IL,Warren,Lane,0,0,1,0,0,0,0,0,0,0,0,0
IL,Warren,ALL,23,18,297,6,0,0,0,0,0,0,0,1
IL,Washington,Accident,0,5,1,0,0,0,0,0,0,0,0,0
IL,Washington,Congestion,19,13,202,12,1,0,0,0,0,0,0,0
IL,Washington,Construction,0,1,0,0,0,0,0,0,1,0,0,1
IL,Washington,Incident,0,10,6,1,0,0,0,0,0,0,0,0
IL,Washington,Lane,0,0,0,1,0,0,0,0,0,0,0,0
IL,Washington,ALL,19,29,209,14,1,0,0,0,1,0,0,1
IL,Wayne,Accident,0,1,0,0,0,0,0,0,0,0,0,0
IL,Wayne,Congestion,11,1,151,5,0,0,0,0,0,0,0,0
IL,Wayne,Incident,0,0,1,0,0,0,0,0,0,0,0,0
IL,Wayne,Lane,0,1,0,0,0,0,0,0,0,0,0,0
IL,Wayne,ALL,11,3,152,5,0,0,0,0,0,0,0,0
IL,White,Accident,0,3,2,0,0,0,0,0,0,0,0,0
IL,White,Broken,0,1,0,0,0,0,0,0,0,0,0,0
IL,White,Congestion,0,0,218,8,4,0,0,0,0,0,0,0
IL,White,Construction,0,1,0,0,0,0,0,0,0,0,0,1
IL,White,Incident,0,1,2,3,0,0,0,0,0,0,0,0
IL,White,ALL,0,6,222,11,4,0,0,0,0,0,0,1
IL,Whiteside,Accident,0,3,3,1,0,0,0,0,0,0,0,0
IL,Whiteside,Broken,0,1,0,0,0,0,0,0,0,0,0,0
IL,Whiteside,Congestion,74,55,507,9,1,1,0,0,0,0,0,0
IL,Whiteside,Construction,0,0,1,0,0,0,2,0,0,0,0,4
IL,Whiteside,Incident,3,6,7,0,3,0,0,0,2,0,0,0
IL,Whiteside,Lane,0,0,3,0,0,0,0,0,0,0,0,0
IL,Whiteside,ALL,77,65,521,10,4,1,2,0,2,0,0,4
IL,Will,Accident,0,281,273,9,0,0,0,0,0,0,0,0
IL,Will,Broken,0,32,31,0,0,0,0,0,0,0,0,0
IL,Will,Congestion,2046,1589,13045,1633,260,21,0,0,0,0,0,0
IL,Will,Construction,0,20,18,4,11,44,3,1,1,3,1,47
IL,Will,Incident,68,113,256,101,32,4,1,4,1,0,0,0
IL,Will,Lane,0,22,28,11,1,1,0,0,0,0,0,0
IL,Will,Other,0,1,1,0,0,0,0,0,0,0,0,0
IL,Will,ALL,2114,2058,13652,1758,304,70,4,5,2,3,1,47
IL,Williamson,Accident,0,7,3,0,2,1,0,0,0,0,0,0
IL,Williamson,Broken,0,2,1,0,0,0,0,0,0,0,0,0
IL,Williamson,Congestion,0,0,793,126,28,8,0,0,0,0,0,0
IL,Williamson,Construction,0,1,0,1,0,0,1,1,0,0,0,0
IL,Williamson,Incident,0,4,17,10,7,1,0,0,0,0,0,0
IL,Williamson,Lane,0,0,1,0,0,0,0,0,0,0,0,0
IL,Williamson,ALL,0,14,815,137,37,10,1,1,0,0,0,0
IL,Winnebago,Accident,0,60,100,4,0,0,0,0,0,0,0,0
IL,Winnebago,Broken,0,16,6,0,0,0,0,0,0,0,0,0
IL,Winnebago,Congestion,766,179,3041,127,25,11,0,0,0,0,0,0
IL,Winnebago,Construction,0,3,3,1,6,2,6,3,1,0,4,16
IL,Winnebago,Event,0,0,0,0,0,0,76,0,0,0,0,0
IL,Winnebago,Incident,18,47,82,61,22,15,4,3,0,0,0,0
IL,Winnebago,Lane,0,4,7,2,0,0,0,0,0,0,0,0
IL,Winnebago,ALL,784,309,3239,195,53,28,86,6,1,0,4,16
IL,Woodford,Accident,0,6,2,0,0,0,0,0,0,0,0,0
IL,Woodford,Broken,0,1,0,0,0,0,0,0,0,0,0,0
IL,Woodford,Congestion,19,29,460,16,0,0,0,0,0,0,0,0
IL,Woodford,Construction,0,0,6,0,0,0,0,0,2,2,1,0
IL,Woodford,Incident,0,5,10,7,1,0,0,0,0,0,0,0
IL,Woodford,Lane,0,1,3,0,0,0,0,0,0,0,0,0
IL,Woodford,ALL,19,42,481,23,1,0,0,0,2,2,1,0
IN,ALL,Accident,0,8485,3592,122,8,3,1,0,0,0,0,0
IN,ALL,Broken,0,984,266,16,0,0,0,0,0,0,0,0
IN,ALL,Congestion,887,533,79659,6917,702,105,5,0,0,0,0,1
IN,ALL,Construction,2,341,156,208,160,224,301,156,218,176,170,1249
IN,ALL,Event,0,1,1,16,0,0,366,0,0,0,0,0
IN,ALL,Incident,33,1336,1512,915,317,67,2,75,20,35,16,8
IN,ALL,Lane,0,612,137,36,9,0,0,0,0,1,0,0
IN,ALL,Other,0,15,1,1,1,2,0,0,0,0,0,5
IN,ALL,ALL,922,12307,85324,8231,1197,401,675,231,238,212,186,1263
IN,Adams,Congestion,0,0,206,2,0,0,0,0,0,0,0,0
IN,Adams,Construction,0,1,0,0,0,0,4,0,0,2,2,5
IN,Adams,Incident,0,2,0,0,1,0,0,0,0,0,0,0
IN,Adams,ALL,0,3,206,2,1,0,4,0,0,2,2,5
IN,Allen,Accident,0,34,9,2,0,0,0,0,0,0,0,0
IN,Allen,Broken,0,5,0,0,0,0,0,0,0,0,0,0
IN,Allen,Congestion,0,0,1886,244,23,7,0,0,0,0,0,0
IN,Allen,Construction,0,9,3,3,2,48,31,45,57,50,31,83
IN,Allen,Event,0,0,0,0,0,0,76,0,0,0,0,0
IN,Allen,Incident,0,31,24,3,5,3,0,0,0,0,0,0
IN,Allen,Lane,0,1,0,1,0,0,0,0,0,0,0,0
IN,Allen,ALL,0,80,1922,253,30,58,107,45,57,50,31,83
IN,Bartholomew,Accident,0,393,78,3,0,0,0,0,0,0,0,0
IN,Bartholomew,Broken,0,3,2,0,0,0,0,0,0,0,0,0
IN,Bartholomew,Congestion,0,0,861,52,2,0,1,0,0,0,0,0
IN,Bartholomew,Construction,1,2,0,2,7,9,4,14,2,0,0,11
IN,Bartholomew,Incident,0,43,17,5,2,0,0,8,0,0,0,0
IN,Bartholomew,Lane,0,43,3,2,0,0,0,0,0,0,0,0
IN,Bartholomew,ALL,1,484,961,64,11,9,5,22,2,0,0,11
IN,Benton,Accident,0,1,1,0,0,0,0,0,0,0,0,0
IN,Benton,Congestion,0,0,88,1,0,0,0,0,0,0,0,0
IN,Benton,Construction,0,0,0,0,0,0,0,0,0,0,0,4
IN,Benton,Incident,0,0,0,1,1,0,0,0,0,0,0,0
IN,Benton,ALL,0,1,89,2,1,0,0,0,0,0,0,4
IN,Blackford,Congestion,0,0,64,1,0,0,0,0,0,0,0,0
IN,Blackford,Construction,0,0,0,0,0,0,1,0,0,1,1,3
IN,Blackford,Incident,0,0,0,0,0,1,0,0,0,0,0,0
IN,Blackford,ALL,0,0,64,1,0,1,1,0,0,1,1,3
IN,Boone,Accident,0,146,31,7,0,0,0,0,0,0,0,0
IN,Boone,Broken,0,13,7,1,0,0,0,0,0,0,0,0
IN,Boone,Congestion,0,0,1093,79,4,0,0,0,0,0,0,0
IN,Boone,Construction,0,17,9,8,16,5,3,0,1,0,0,5
IN,Boone,Event,0,0,1,0,0,0,0,0,0,0,0,0
IN,Boone,Incident,0,52,28,11,2,0,0,0,0,0,0,0
IN,Boone,Lane,0,22,2,1,0,0,0,0,0,0,0,0
IN,Boone,ALL,0,250,1171,107,22,5,3,0,1,0,0,5
IN,Brown,Congestion,0,0,311,34,8,0,0,0,0,0,0,0
IN,Brown,Construction,0,0,1,5,0,1,0,0,0,1,0,9
IN,Brown,Incident,0,3,1,3,2,0,0,0,0,2,0,0
IN,Brown,ALL,0,3,313,42,10,1,0,0,0,3,0,9
IN,Carroll,Congestion,0,0,121,1,0,0,0,0,0,0,0,0
IN,Carroll,Construction,0,0,0,0,0,0,0,0,0,1,2,1
IN,Carroll,Incident,0,1,1,0,0,0,0,0,0,0,0,0
IN,Carroll,ALL,0,1,122,1,0,0,0,0,0,1,2,1
IN,Cass,Accident,0,1,1,0,0,0,0,0,0,0,0,0
IN,Cass,Congestion,0,0,238,0,0,0,0,0,0,0,0,0
IN,Cass,Construction,0,0,1,1,0,0,1,1,0,0,1,6
IN,Cass,Incident,0,2,2,0,0,1,0,0,0,0,0,0
IN,Cass,ALL,0,3,242,1,0,1,1,1,0,0,1,6
IN,Clark,Accident,0,66,30,4,1,0,0,0,0,0,0,0
IN,Clark,Broken,0,19,8,0,0,0,0,0,0,0,0,0
IN,Clark,Congestion,0,0,1056,61,7,1,0,0,0,0,0,0
IN,Clark,Construction,0,10,6,2,9,1,12,0,0,3,0,7
IN,Clark,Incident,0,18,18,1,0,0,0,0,2,0,2,1
IN,Clark,Lane,0,18,3,2,0,0,0,0,0,0,0,0
IN,Clark,ALL,0,131,1121,70,17,2,12,0,2,3,2,8
IN,Clay,Accident,0,4,0,0,0,0,0,0,0,0,0,0
IN,Clay,Congestion,0,0,180,9,1,1,0,0,0,0,0,0
IN,Clay,Construction,0,0,0,1,0,1,0,0,0,0,0,5
IN,Clay,Incident,0,2,4,1,1,0,0,2,0,0,0,0
IN,Clay,Lane,0,1,1,0,0,0,0,0,0,0,0,0
IN,Clay,ALL,0,7,185,11,2,2,0,2,0,0,0,5
IN,Clinton,Accident,0,2,4,0,0,0,0,0,0,0,0,0
IN,Clinton,Congestion,0,0,626,27,6,0,0,0,0,0,0,0
IN,Clinton,Construction,0,0,0,0,1,1,5,0,0,1,0,5
IN,Clinton,Incident,0,6,3,2,1,0,0,0,0,0,0,0
IN,Clinton,Lane,0,3,0,1,1,0,0,0,0,0,0,0
IN,Clinton,ALL,0,11,633,30,9,1,5,0,0,1,0,5
IN,Crawford,Accident,0,1,1,0,0,0,0,0,0,0,0,0
IN,Crawford,Congestion,0,0,154,0,0,0,0,0,0,0,0,0
IN,Crawford,Construction,0,0,0,0,0,0,1,0,0,0,1,1
IN,Crawford,Incident,0,0,2,0,0,0,0,3,0,0,1,0
IN,Crawford,ALL,0,1,157,0,0,0,1,3,0,0,2,1
