State,City,mid_lat,mid_lng,Accident,Broken,Congestion,Construction,Event,Incident,Lane,Other
AL,Cottondale,33.18103411784153,-87.42139824107684,37.57673992673993,37.03,48.73922764227643,29.35,0.0,38.00714285714286,52.824999999999996,29.3
AL,Cottonwood,31.047947003887344,-85.40642946125043,0.0,0.0,43.55,94293.26666666666,0.0,0.0,0.0,0.0
AL,Courtland,34.665259724904224,-87.28375178228993,0.0,0.0,43.70277777777778,0.0,0.0,44.1,0.0,0.0
AL,Cowarts,31.192626990323575,-85.30951209818595,0.0,0.0,47.82291666666667,0.0,0.0,0.0,0.0,0.0
AL,Coy,31.90661083835308,-87.36394739043662,0.0,0.0,69.625,0.0,0.0,0.0,0.0,0.0
AL,Cragford,33.122383,-85.76091,0.0,0.0,48.35,0.0,0.0,0.0,0.0,0.0
AL,Creola,30.8961769901677,-88.02554351056645,37.8537037037037,29.666666666666668,54.75526315789472,5105.275000000001,0.0,34.36666666666667,0.0,0.0
AL,Cropwell,33.518234915810424,-86.30432636426023,0.0,0.0,45.286111111111104,0.0,0.0,0.0,0.0,0.0
AL,Crossville,34.31411042955612,-86.00251288375293,0.0,0.0,45.25555555555556,0.0,0.0,0.0,0.0,0.0
AL,Cuba,32.4482431682435,-88.36185772214544,36.13148148148148,0.0,46.65655737704918,0.0,0.0,36.55833333333333,29.025,29.816666666666666
AL,Cullman,34.17512709003084,-86.83623143306933,50.61825396825396,0.0,50.28716614637532,0.0,0.0,73.50810810810813,36.70833333333333,74.45
AL,Cusseta,32.73659260598585,-85.25837604819846,0.0,0.0,47.56666666666668,15265.033333333333,0.0,49.7,41.38333333333333,0.0
AL,Dadeville,32.813484411267915,-85.7645202109971,61.6,0.0,51.689043209876566,0.0,0.0,42.65,0.0,0.0
AL,Daleville,31.26901917601999,-85.73568763923758,0.0,0.0,45.60079365079366,5125.2,0.0,0.0,0.0,0.0
AL,Danville,34.39503628091215,-87.11432425544187,44.68333333333333,29.683333333333334,49.60333333333334,0.0,0.0,0.0,0.0,0.0
AL,Daphne,30.63445848349272,-87.90904780044309,42.79137931034482,35.56527777777777,46.226545360691716,26090.213333333333,0.0,62.99768518518518,64.7388888888889,0.0
AL,Dauphin Island,30.257747001488433,-88.11312097688261,0.0,0.0,51.8,0.0,0.0,0.0,0.0,0.0
AL,Daviston,33.05063306656,-85.75771275217554,0.0,0.0,48.94074074074074,0.0,0.0,0.0,0.0,0.0
AL,Dawson,34.298103,-85.932327,0.0,0.0,41.766666666666666,0.0,0.0,0.0,0.0,0.0
AL,Deatsville,32.61801582384077,-86.47768065779033,39.550000000000004,0.0,45.08034825870646,0.0,0.0,93.76666666666668,0.0,0.0
AL,Decatur,34.58025762666295,-86.97593416070247,38.71041666666667,0.0,47.06632609621116,3443.9722222222226,0.0,116.34007936507935,27.116666666666667,0.0
AL,Deer Park,31.258779149628314,-88.30448150104837,0.0,0.0,66.58125000000001,0.0,0.0,0.0,0.0,0.0
AL,Delta,33.496015913931615,-85.65954129029116,0.0,0.0,46.059139784946225,0.0,0.0,0.0,0.0,0.0
AL,Demopolis,32.4840342480545,-87.8636965428255,0.0,0.0,43.57050147492625,0.0,0.0,0.0,0.0,0.0
AL,Detroit,34.03025591250322,-88.16501092997089,0.0,0.0,42.738888888888894,0.0,0.0,0.0,0.0,0.0
AL,Dickinson,31.643,-87.694878,0.0,0.0,53.25,0.0,0.0,0.0,0.0,0.0
AL,Dixons Mills,32.0682993657725,-87.78341010999885,0.0,0.0,45.13999999999999,0.0,0.0,0.0,0.0,0.0
AL,Dolomite,33.46345460937881,-86.95420874801454,0.0,0.0,56.09285714285714,0.0,0.0,0.0,0.0,0.0
AL,Dora,33.70308749543932,-87.02768372214365,0.0,44.30833333333334,41.835,39853.46666666667,0.0,0.0,59.583333333333336,0.0
AL,Dothan,31.231369946771416,-85.42585874826904,47.829166666666666,0.0,46.87153600729257,104113.33518518518,0.0,51.26568627450981,0.0,0.0
AL,Double Springs,34.15660931886812,-87.449120785662,59.650000000000006,0.0,79.31031991744065,498.16666666666663,0.0,53.916666666666664,0.0,0.0
AL,Dozier,31.489233635635273,-86.33162612833021,0.0,0.0,51.525,0.0,0.0,65.65,0.0,0.0
AL,Duncanville,33.08551920715646,-87.44156069945073,47.552666666666674,29.325,44.079437229437225,0.0,0.0,0.0,0.0,0.0
AL,Dutton,34.6356586187297,-85.93413101093932,0.0,0.0,44.13222222222223,0.0,0.0,0.0,0.0,0.0
AL,Eastaboga,33.594059954992254,-85.9969453394526,44.725,0.0,50.428743961352666,0.0,0.0,44.291666666666664,50.45,0.0
AL,Echola,33.27618228845329,-87.76698737284124,29.7,0.0,43.946969696969695,0.0,0.0,0.0,0.0,0.0
AL,Eclectic,32.64254004269895,-86.05160897079037,44.666666666666664,0.0,45.76274509803922,0.0,0.0,0.0,0.0,0.0
AL,Eight Mile,30.804392345611067,-88.17560218455898,45.3421568627451,42.108333333333334,45.695147679324904,0.0,0.0,38.67222222222222,29.15,0.0
AL,Elba,31.374142761071973,-86.0696592186537,0.0,0.0,50.210032362459536,209566.67727272733,0.0,29.4,0.0,0.0
AL,Elberta,30.413913224636374,-87.57716623056048,33.94047619047619,0.0,43.96396993810784,0.0,0.0,42.855555555555554,0.0,0.0
AL,Eldridge,33.9218559501377,-87.62320329735036,29.033333333333335,0.0,44.50869565217391,0.0,0.0,0.0,0.0,0.0
AL,Elkmont,34.93219486511005,-86.90938433921932,44.05,28.016666666666666,47.969333333333324,334.6,0.0,68.39999999999999,74.45,0.0
AL,Elmore,32.541118108262694,-86.32552623076481,44.7,0.0,48.8969696969697,371384.65,0.0,44.3,0.0,0.0
AL,Elrod,33.281507314705784,-87.80436864421684,52.050000000000004,0.0,42.35,0.0,0.0,0.0,0.0,0.0
AL,Emelle,32.80638071163759,-88.28849387581884,28.416666666666668,0.0,45.357142857142854,0.0,0.0,0.0,0.0,0.0
AL,Enterprise,31.330127975329024,-85.84509922229827,44.5,0.0,45.96881188118813,0.0,0.0,0.0,0.0,0.0
AL,Epes,32.72023969254181,-88.14323472043668,39.35277777777778,29.5,56.485294117647044,600.0,0.0,0.0,0.0,0.0
AL,Equality,32.7728793641604,-86.20422444526376,51.11666666666667,0.0,45.656666666666666,0.0,0.0,0.0,0.0,0.0
AL,Estillfork,34.91879654689057,-86.2196987681137,0.0,0.0,41.900000000000006,0.0,0.0,0.0,0.0,0.0
AL,Ethelsville,33.44542033569791,-88.21497703298324,44.25833333333333,0.0,46.17777777777776,0.0,0.0,0.0,0.0,0.0
AL,Eufaula,31.897441846382588,-85.15610263056845,45.0,0.0,42.057237189646095,90948.38750000001,0.0,72.57878787878786,0.0,0.0
AL,Eutaw,32.89077779328906,-87.90709286631049,38.13245614035087,29.366666666666667,49.91358024691358,53596.36333333333,0.0,152.56666666666666,44.833333333333336,0.0
AL,Eva,34.33463599940025,-86.77825447897348,0.0,0.0,42.24166666666667,0.0,0.0,0.0,0.0,0.0
AL,Evergreen,31.447958011427886,-86.96084730220433,44.327777777777776,0.0,45.27996201329533,2145.1083333333336,0.0,42.13333333333334,29.733333333333334,0.0
AL,Fairfield,33.48218510710551,-86.91987655220115,45.27631578947369,42.98833333333333,53.3034632034632,540.0,0.0,69.17777777777778,35.56666666666666,0.0
AL,Fairhope,30.520553342117523,-87.88621055526366,45.95882352941177,0.0,45.33179759795237,334698.8366666666,0.0,59.090579710144944,0.0,0.0
AL,Falkville,34.35306366088492,-86.90651835027012,32.11111111111111,0.0,52.30475345167656,29.333333333333336,0.0,68.24761904761904,28.966666666666665,0.0
AL,Faunsdale,32.46196592472912,-87.58390570909513,0.0,0.0,44.16787878787878,0.0,0.0,0.0,0.0,0.0
AL,Fayette,33.701002362697174,-87.82903500300777,55.06666666666666,29.716666666666665,45.4483660130719,154123.42857142858,0.0,28.6,0.0,0.0
AL,Fitzpatrick,32.17175947608361,-85.91160954827082,74.58333333333333,0.0,45.00918367346939,0.0,0.0,0.0,0.0,0.0
AL,Five Points,33.0439139202877,-85.336002828432,29.75,0.0,44.390178571428564,0.0,0.0,0.0,0.0,0.0
AL,Flat Rock,34.81827464906223,-85.73322188438145,0.0,0.0,43.89366666666666,40550.74166666667,0.0,0.0,0.0,0.0
AL,Flomaton,31.023564911354384,-87.27837328104437,44.74166666666667,0.0,47.97233676975945,0.0,0.0,99.36666666666667,0.0,0.0
AL,Florala,31.043103785969375,-86.32519922276141,0.0,0.0,44.477604166666666,123318.68888888888,0.0,0.0,0.0,0.0
AL,Florence,34.84694242169025,-87.63794897308333,44.516666666666666,28.066666666666666,46.43010366826156,600.0,0.0,39.016666666666666,0.0,0.0
AL,Foley,30.403912110644466,-87.68237259736236,42.45,0.0,45.15497321220593,540.0,0.0,56.80128205128205,0.0,0.0
AL,Forest Home,31.82568384668952,-86.84690097776127,0.0,0.0,44.67564102564102,0.0,0.0,0.0,0.0,0.0
AL,Forkland,32.613870933848915,-87.85598951727665,0.0,0.0,45.5804347826087,0.0,0.0,73.98333333333333,0.0,0.0
AL,Fort Davis,32.21987486065746,-85.70869239027928,0.0,0.0,43.32142857142857,0.0,0.0,0.0,0.0,0.0
AL,Fort Deposit,31.97563549328667,-86.5327973936213,38.36666666666667,0.0,45.553133903133904,63332.23333333333,0.0,58.416666666666664,0.0,0.0
AL,Fort Mitchell,32.31926198194748,-85.01568005503384,0.0,0.0,41.58421052631579,0.0,0.0,59.583333333333336,0.0,0.0
AL,Fort Payne,34.45548568046359,-85.72210982416023,43.59444444444444,0.0,49.22831920903952,420.0,0.0,90.69444444444446,0.0,0.0
AL,Fort Rucker,31.433364641053238,-85.74049857082692,0.0,0.0,48.724999999999994,0.0,0.0,0.0,0.0,0.0
AL,Fosters,33.07988364058922,-87.69022428910546,42.15256410256409,28.866666666666667,58.20802469135803,420.0,0.0,43.95,0.0,0.0
AL,Franklin,31.606663287216808,-87.5109549172018,0.0,0.0,42.711904761904755,0.0,0.0,0.0,0.0,0.0
AL,Frisco City,31.488255893845974,-87.45884590884067,0.0,0.0,45.41354166666667,0.0,0.0,0.0,0.0,0.0
AL,Fruitdale,31.32579724714268,-88.3876232949091,0.0,0.0,61.3380341880342,0.0,0.0,41.45,0.0,0.0
AL,Fruithurst,33.73503112789911,-85.45219626184223,0.0,0.0,43.79561403508771,0.0,0.0,0.0,0.0,0.0
AL,Fultondale,33.60765070586813,-86.80176185261007,38.965624999999996,39.306250000000006,45.01290849673206,68280.0,0.0,36.175000000000004,52.05833333333334,0.0
AL,Fyffe,34.45808700551475,-85.9311577595414,0.0,0.0,42.03055555555555,44212.65,0.0,0.0,0.0,0.0
AL,Gadsden,33.99840792868395,-85.9905778403438,47.194444444444436,29.533333333333335,53.195464409722206,12244.181818181818,0.0,43.49166666666667,44.575,134.61666666666667
AL,Gainesville,32.77807766482975,-88.16588568256448,44.53333333333333,0.0,50.83571428571429,0.0,0.0,0.0,0.0,0.0
AL,Gallant,34.050422999999995,-86.168587,0.0,0.0,42.6,0.0,0.0,0.0,0.0,0.0
AL,Gallion,32.47610636370553,-87.73356245765288,29.4,0.0,44.16455938697318,0.0,0.0,0.0,0.0,0.0
AL,Gardendale,33.677345385574846,-86.82183713066111,36.94266666666667,39.98166666666667,47.65049694189608,214.7277777777778,0.0,38.490476190476194,33.35,0.0
AL,Gaylesville,34.3548516896227,-85.59355795055588,0.0,0.0,43.13670886075948,0.0,0.0,0.0,0.0,0.0
AL,Geneva,31.082231458905294,-85.87730081156998,0.0,0.0,55.377210884353744,0.0,0.0,0.0,0.0,0.0
AL,Georgiana,31.66117853511414,-86.74464844549452,40.858333333333334,0.0,45.79070048309181,22409.133333333335,0.0,129.72777777777776,0.0,0.0
AL,Geraldine,34.36081369720239,-86.014743513467,0.0,0.0,44.97692307692307,44.3,0.0,0.0,0.0,0.0
AL,Gilbertown,31.878942453392437,-88.32663975339645,0.0,0.0,45.44375,0.0,0.0,0.0,0.0,0.0
AL,Goodwater,33.070114501037025,-86.14515258889698,29.583333333333336,0.0,44.34861111111112,0.0,0.0,0.0,0.0,0.0
AL,Gordo,33.31392254347481,-87.90236127936319,35.16666666666667,0.0,45.30683060109289,440734.0833333334,0.0,0.0,0.0,149.78333333333333
AL,Gordon,31.11613772570945,-85.10284802477582,59.8,0.0,44.19130434782608,0.0,0.0,36.083333333333336,0.0,0.0
AL,Goshen,31.81137594080353,-86.12521804485772,0.0,0.0,45.28708333333333,0.0,0.0,48.18333333333333,0.0,0.0
AL,Grady,32.00505652110849,-86.0514525280521,44.31666666666667,0.0,44.97708333333332,0.0,0.0,59.416666666666664,0.0,0.0
AL,Graham,33.454741999999996,-85.341934,0.0,0.0,50.2,0.0,0.0,0.0,0.0,0.0
AL,Grand Bay,30.489107616118414,-88.33989180940539,43.54866666666667,88.41333333333333,47.03179669030734,630.0,0.0,40.93611111111111,29.716666666666665,0.0
AL,Grant,34.46550606677204,-86.33931661854028,0.0,0.0,43.951041666666654,0.0,0.0,0.0,0.0,0.0
AL,Graysville,33.64105023765519,-86.97605722149027,51.675,44.65,43.471637426900585,0.0,0.0,33.15555555555555,0.0,0.0
AL,Greensboro,32.71259719320164,-87.58919570621559,0.0,0.0,47.09084967320263,0.0,0.0,36.208333333333336,29.533333333333335,0.0
AL,Greenville,31.816734623707706,-86.63601669065649,46.05185185185185,0.0,47.030809002433145,29083.483333333334,0.0,41.50833333333333,0.0,0.0
AL,Grove Hill,31.69592087120179,-87.79626738830441,30.0,0.0,45.060662525879906,0.0,0.0,0.0,0.0,0.0
AL,Groveoak,34.452296999999994,-86.11794300000001,0.0,0.0,42.38333333333333,0.0,0.0,0.0,0.0,0.0
AL,Guin,34.00072702148115,-87.89381021613197,39.294871794871796,29.616666666666667,43.57054263565891,0.0,0.0,0.0,0.0,0.0
AL,Gulf Shores,30.279902247140168,-87.68967223210043,47.10833333333334,0.0,54.11518956179217,1869.3875,0.0,95.11458333333334,120.0,0.0
AL,Guntersville,34.34051703316153,-86.30511734842821,56.875,0.0,45.84131205673756,0.0,0.0,43.513333333333335,0.0,0.0
AL,Gurley,34.70380072797834,-86.38092172971751,0.0,0.0,44.229166666666664,360.0,0.0,74.36666666666667,0.0,0.0
AL,Hackleburg,34.27538135269552,-87.8501402970231,0.0,0.0,44.956250000000004,418080.0,0.0,0.0,0.0,0.0
AL,Haleyville,34.18524167664487,-87.62679761298361,44.25,0.0,45.842288557213934,0.0,0.0,0.0,0.0,0.0
AL,Hamilton,34.14847113887696,-87.99487297881308,39.10185185185186,29.68333333333333,45.69006211180125,379607.61666666664,0.0,62.75,28.883333333333333,0.0
AL,Hanceville,34.031252050253876,-86.84128687577332,36.90266666666666,59.46666666666667,53.70817477096548,4195.295833333334,0.0,92.96666666666667,44.68333333333333,0.0
AL,Harpersville,33.32745073704482,-86.43325020325646,29.766666666666666,0.0,46.27891414141414,0.0,0.0,40.42916666666666,0.0,0.0
AL,Hartford,31.084613822005583,-85.7496429600331,29.5,0.0,51.950134408602125,45659.46666666667,0.0,29.35,0.0,0.0
