State,County,"(0.0, 16.0]","(16.0, 32.0]","(32.0, 64.0]","(64.0, 128.0]","(128.0, 256.0]","(256.0, 512.0]","(512.0, 1024.0]","(1024.0, 2048.0]","(2048.0, 4096.0]","(4096.0, 8192.0]","(8192.0, 16384.0]","(16384.0, 32768.0]","(32768.0, 65536.0]","(65536.0, 131072.0]","(131072.0, 262144.0]","(262144.0, 524288.0]","(524288.0, inf]"
DC,ALL,11985,11370,36592,10759,2877,595,703,138,30,10,1,4,3,0,4,0,0
DC,District Of Columbia,3262,2973,8826,2502,329,64,251,28,7,1,0,2,0,0,0,0,0
DC,District of Columbia,8723,8393,27766,8257,2548,531,451,110,23,9,1,2,3,0,4,0,0
DC,Montgomery,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DC,Prince Georges,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DE,ALL,2788,4493,18962,3822,751,335,258,5,15,19,20,20,23,20,15,3,2
DE,Kent,174,224,1880,254,61,45,44,3,6,1,5,8,9,3,4,0,0
DE,New Castle,2319,3977,13556,2948,610,280,197,2,9,12,13,11,11,15,8,2,2
DE,Sussex,295,292,3526,620,80,10,17,0,0,6,2,1,3,2,3,1,0
FL,ALL,156888,173865,836686,80193,11970,3693,4278,202,154,178,210,192,241,181,219,83,38
FL,Alachua,89,534,4535,634,70,31,17,6,0,3,1,1,0,0,2,1,0
FL,Baker,0,69,622,20,2,0,0,0,0,0,0,0,0,0,0,0,0
FL,Bay,0,81,11956,588,52,3,0,1,0,0,0,0,0,0,3,0,0
FL,Bradford,0,45,318,114,27,7,1,1,0,0,0,0,0,0,0,0,0
FL,Brevard,3465,2789,18073,807,71,37,16,2,3,1,5,2,4,1,1,0,1
FL,Broward,20081,19320,82778,6723,721,262,140,17,19,18,12,11,21,25,17,8,3
FL,Calhoun,0,8,124,2,0,2,0,0,0,0,0,0,0,0,0,0,0
FL,Charlotte,2016,1189,5249,161,21,25,194,2,4,6,5,4,3,11,7,1,0
FL,Citrus,183,306,1535,116,30,15,7,0,0,0,3,0,0,0,0,0,0
FL,Clay,0,141,4083,345,31,9,6,0,0,0,3,1,1,0,0,0,0
FL,Collier,2578,1679,7823,387,36,43,38,0,0,0,2,1,2,1,2,1,0
FL,Columbia,0,276,1776,50,5,0,0,0,0,1,0,0,0,0,0,0,0
FL,De Soto,154,73,175,7,1,2,1,0,0,0,0,0,0,0,0,0,0
FL,DeSoto,90,54,341,8,2,1,0,0,0,0,0,0,0,0,0,0,0
FL,Dixie,0,4,160,5,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Duval,0,4551,37222,2791,245,84,147,0,1,9,3,4,0,0,10,2,2
FL,Escambia,0,960,7542,509,16,3,68,0,0,0,1,0,3,12,10,2,5
FL,Flagler,298,234,1350,57,7,0,0,0,0,0,0,0,0,0,0,1,0
FL,Franklin,0,4,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Gadsden,0,329,1232,40,5,0,0,0,0,0,0,0,0,0,0,0,0
FL,Gilchrist,2,4,101,7,2,0,0,0,0,0,0,0,0,0,0,0,0
FL,Glades,53,52,339,6,0,2,0,0,0,0,0,0,0,2,0,0,0
FL,Gulf,0,4,317,16,0,0,0,1,0,0,0,0,0,0,2,0,0
FL,Hamilton,0,92,596,40,1,0,0,0,0,0,0,0,0,0,0,0,0
FL,Hardee,41,118,346,8,3,0,1,0,0,0,0,0,0,0,0,0,0
FL,Hendry,35,96,528,41,1,0,3,0,0,0,0,0,0,0,1,0,0
FL,Hernando,648,1977,4303,146,17,18,18,1,0,2,7,0,0,0,0,0,1
FL,Highlands,470,295,1913,42,7,1,1,0,0,0,0,0,0,0,0,0,0
FL,Hillsborough,10514,13651,54824,6780,650,201,437,24,44,45,64,107,112,57,41,17,6
FL,Holmes,0,197,501,8,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Indian River,1128,675,5367,104,9,10,8,0,0,0,0,0,0,0,0,0,0
FL,Jackson,0,348,1531,45,11,1,0,0,0,0,0,0,0,0,0,0,0
FL,Jefferson,0,21,389,19,2,0,0,0,0,0,0,0,0,0,0,0,0
FL,Lafayette,0,3,144,2,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Lake,2301,1850,8306,654,50,7,3,0,0,0,0,0,0,0,1,1,0
FL,Lee,5692,6041,25208,2381,229,66,288,0,3,7,5,1,7,1,1,4,0
FL,Leon,0,333,5075,460,19,10,28,1,0,1,1,0,2,3,3,1,2
FL,Levy,58,78,532,16,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Liberty,0,7,53,3,0,0,0,0,0,0,0,0,0,0,0,0,0
FL,Madison,0,72,465,14,0,0,0,0,0,0,0,0,0,0,1,0,0
FL,Manatee,3059,4127,13144,1414,150,20,170,0,0,0,1,1,4,0,2,1,0
FL,Marion,1827,1526,6303,459,93,16,14,0,0,0,1,1,0,0,0,0,0
FL,Martin,2449,1094,7347,212,32,6,3,0,2,1,1,1,0,0,0,0,0
FL,Miami-Dade,46250,48001,216133,31037,6727,1541,525,46,44,15,20,12,20,16,16,19,2
FL,Monroe,0,112,13941,532,53,15,0,0,0,0,0,0,0,0,0,1,0
FL,Nassau,0,98,2533,251,32,3,2,0,0,0,0,0,0,0,0,0,0
FL,Okaloosa,0,410,9607,623,72,9,3,0,0,0,1,0,0,0,1,0,1
FL,Okeechobee,380,290,1548,79,7,1,3,0,0,0,0,1,1,0,1,1,0
FL,Orange,13257,17538,69135,7298,719,756,484,24,2,18,17,18,21,6,6,8,11
FL,Osceola,6301,5236,31591,3166,417,61,162,2,1,0,1,0,0,0,0,1,1
FL,Palm Beach,10473,10271,44713,2814,402,58,427,2,5,22,36,2,0,6,7,1,0
FL,Pasco,1309,2790,9002,968,110,6,43,2,0,2,0,0,1,0,1,0,0
FL,Pinellas,4286,9091,21703,2072,224,92,483,44,15,8,3,13,17,4,6,3,1
FL,Polk,2586,1863,12227,778,77,26,153,2,3,0,3,1,2,1,2,2,0
FL,Putnam,252,218,764,25,3,1,1,0,0,1,0,0,0,0,0,0,0
FL,Saint Johns,0,13,1457,85,5,1,0,0,0,0,0,0,0,11,38,1,0
FL,Saint Lucie,1022,396,3373,79,22,22,6,11,0,4,1,1,2,6,0,0,0
FL,Santa Rosa,0,441,5080,391,34,5,3,0,1,0,0,0,1,0,2,0,0
FL,Sarasota,4334,3760,11774,821,133,50,50,2,5,2,1,0,6,8,1,3,1
FL,Seminole,2832,2594,14008,1149,77,31,40,3,1,1,6,3,4,2,1,0,0
FL,St. Johns,0,373,8727,465,70,12,5,1,1,0,0,0,0,4,26,1,0
FL,St. Lucie,900,771,5712,177,32,67,29,2,0,5,2,5,6,3,4,1,0
FL,Sumter,402,514,2429,260,47,11,10,0,0,0,1,0,0,0,0,0,1
FL,Suwannee,0,124,848,33,6,0,0,0,0,0,0,0,0,0,0,0,0
FL,Taylor,0,11,481,18,4,6,3,0,0,0,0,0,0,1,0,0,0
FL,Union,0,6,129,3,0,1,0,0,0,0,0,0,0,0,0,0,0
FL,Volusia,5073,3157,20066,569,52,32,237,5,0,6,3,1,1,0,1,1,0
FL,Wakulla,0,18,232,22,2,1,0,0,0,0,0,0,0,0,1,0,0
FL,Walton,0,292,4254,217,21,3,0,0,0,0,0,0,0,0,1,0,0
FL,Washington,0,170,655,19,4,0,0,0,0,0,0,0,0,0,0,0,0
GA,ALL,69774,120522,327067,49876,7714,2572,1263,165,87,226,25,60,62,50,34,27,6
GA,Appling,36,17,233,8,1,1,0,0,0,0,0,0,0,0,0,0,0
GA,Atkinson,0,2,268,5,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Bacon,12,14,107,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Baker,0,2,105,12,0,1,0,0,0,0,0,0,0,0,0,0,0
GA,Baldwin,66,123,373,34,4,4,1,0,0,0,0,0,0,0,0,0,0
GA,Banks,12,131,149,21,4,0,4,0,0,1,0,0,0,0,0,0,0
GA,Barrow,258,432,1145,262,27,3,1,0,0,0,0,0,0,0,0,0,0
GA,Bartow,715,840,2517,119,15,11,0,0,1,0,0,0,0,0,0,0,0
GA,Ben Hill,8,41,352,38,0,3,2,0,0,0,0,0,0,0,0,0,0
GA,Berrien,16,24,151,9,6,1,0,0,0,0,0,0,0,1,0,0,0
GA,Bibb,436,905,3557,284,36,10,50,0,0,0,0,2,0,0,0,0,1
GA,Bleckley,14,43,101,7,4,1,0,0,0,0,0,0,0,0,0,1,0
GA,Brantley,2,6,137,4,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Brooks,0,8,278,23,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Bryan,19,90,1142,131,9,2,4,1,0,0,0,0,0,0,0,0,0
GA,Bulloch,160,228,656,40,2,0,30,10,0,0,0,0,0,0,0,0,0
GA,Burke,38,73,364,44,2,5,0,0,0,0,0,0,0,0,0,0,0
GA,Butts,198,419,1307,127,45,19,1,0,0,0,0,0,0,0,0,0,0
GA,Calhoun,25,62,538,42,0,0,1,0,0,0,0,0,0,1,0,0,0
GA,Camden,0,53,380,22,2,3,0,1,0,1,1,0,0,0,0,0,0
GA,Candler,31,66,69,5,0,1,1,8,0,0,0,0,0,0,0,0,0
GA,Carroll,280,512,2385,324,61,30,3,2,1,2,0,0,0,0,0,0,0
GA,Catoosa,0,64,937,41,5,5,1,0,0,0,0,0,0,0,0,0,0
GA,Charlton,0,4,91,4,1,1,0,0,1,0,0,0,0,0,0,1,0
GA,Chatham,0,332,7320,1376,161,51,16,10,3,6,4,4,5,2,1,2,1
GA,Chattahoochee,7,22,95,3,1,0,0,0,0,0,0,0,0,0,0,0,0
GA,Chattooga,7,21,148,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Cherokee,910,1297,4837,920,97,20,5,0,0,4,0,1,0,1,0,0,0
GA,Clarke,374,354,1412,200,33,76,58,0,5,29,6,25,13,8,2,1,1
GA,Clay,7,9,85,4,0,1,0,0,0,0,0,0,0,0,0,0,0
GA,Clayton,1645,4507,7863,860,102,31,19,6,4,3,0,0,0,0,0,0,0
GA,Clinch,0,1,144,6,0,2,0,0,0,0,0,0,0,0,0,0,0
GA,Cobb,10737,14006,43308,7456,973,413,124,9,21,9,2,3,7,13,14,7,1
GA,Coffee,168,84,731,21,0,1,1,0,0,1,0,0,0,0,0,0,0
GA,Colquitt,0,8,310,16,2,0,0,0,0,0,0,0,0,0,0,0,0
GA,Columbia,280,477,2169,500,84,16,7,2,0,0,2,0,2,0,0,2,0
GA,Cook,0,54,321,23,9,2,1,0,0,0,0,0,0,0,1,0,0
GA,Coweta,217,817,2030,239,17,1,0,1,0,4,0,0,0,0,0,0,0
GA,Crawford,7,36,214,54,22,8,1,0,0,0,0,0,0,0,1,0,0
GA,Crisp,34,80,297,9,2,3,0,0,0,0,0,0,0,0,0,0,0
GA,Dade,0,44,370,54,10,7,5,0,0,0,1,0,0,0,0,0,0
GA,Dawson,554,225,815,24,6,6,0,0,0,0,0,0,0,0,0,0,0
GA,DeKalb,6379,16546,30094,3680,630,94,20,5,4,22,3,0,6,0,0,1,0
GA,Decatur,0,6,277,2,1,0,1,0,0,0,0,0,0,0,0,0,0
GA,Dekalb,3297,3109,12433,2673,296,45,19,9,2,16,0,2,0,0,1,0,0
GA,Dodge,16,59,107,8,3,0,0,0,0,0,0,0,0,0,0,0,0
GA,Dooly,23,129,201,24,0,1,0,0,0,0,0,2,0,1,1,1,0
GA,Dougherty,101,189,610,39,10,4,1,0,0,0,0,0,0,0,0,0,0
GA,Douglas,530,1334,3647,480,27,4,2,0,0,1,0,0,0,0,0,0,0
GA,Early,4,24,318,5,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Echols,0,1,141,13,2,0,0,0,0,0,0,0,0,0,0,0,0
GA,Effingham,1,21,658,60,0,1,0,1,0,0,0,0,0,0,0,0,0
GA,Elbert,7,55,88,3,1,0,0,0,0,0,0,0,0,0,0,0,0
GA,Emanuel,74,136,264,6,1,1,3,4,0,0,0,0,0,0,0,0,0
GA,Evans,44,67,130,4,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Fannin,0,9,183,15,8,0,0,0,0,0,0,0,0,0,0,0,0
GA,Fayette,151,430,1070,166,11,1,0,0,1,0,0,0,0,0,0,0,0
GA,Floyd,113,168,631,33,2,0,116,0,0,0,0,0,0,0,0,0,0
GA,Forsyth,2141,1838,8035,1432,197,30,7,2,1,2,0,1,1,0,0,1,0
GA,Franklin,23,113,207,8,1,4,2,1,0,3,0,0,0,0,0,0,0
GA,Fulton,21522,41531,81097,14964,3184,1222,469,52,33,89,0,5,9,2,4,1,0
GA,Gilmer,0,35,300,15,2,1,0,0,0,0,0,0,0,0,0,0,0
GA,Glascock,1,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Glynn,0,81,710,45,4,8,2,0,0,0,0,0,0,0,0,0,0
GA,Gordon,181,207,1360,48,7,2,2,0,0,0,0,0,0,0,0,0,0
GA,Grady,0,3,163,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Greene,66,191,553,63,11,3,3,0,0,0,0,0,0,0,0,0,0
GA,Gwinnett,10183,11761,37862,6993,836,189,150,2,3,12,0,12,15,14,4,1,0
GA,Habersham,1,61,324,17,5,0,0,0,0,0,0,0,0,0,0,0,0
GA,Hall,362,876,2885,460,46,7,1,0,0,0,0,0,0,1,0,0,0
GA,Hancock,14,32,251,12,2,2,0,0,0,0,0,0,0,0,0,0,0
GA,Haralson,62,98,530,39,9,1,0,0,0,1,1,0,0,0,0,0,1
GA,Harris,35,132,312,17,1,3,2,0,0,0,0,0,0,0,0,1,0
GA,Hart,29,56,112,9,1,0,0,1,0,0,1,0,0,0,0,0,0
GA,Heard,16,54,117,1,0,3,0,0,0,0,0,0,1,0,0,0,0
GA,Henry,1661,3588,10325,1845,269,55,13,2,5,4,0,0,0,0,0,0,0
GA,Houston,201,458,1076,91,8,2,1,1,0,0,0,1,2,2,0,1,0
GA,Irwin,20,38,194,10,2,1,0,0,0,0,0,0,0,0,0,0,0
GA,Jackson,106,439,888,106,11,3,0,0,0,2,0,0,0,0,0,0,0
GA,Jasper,32,88,190,12,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Jeff Davis,43,46,197,3,0,0,1,0,0,0,0,0,0,0,0,0,0
GA,Jefferson,52,58,288,17,0,1,1,1,0,0,0,0,0,0,0,0,0
GA,Jenkins,21,47,106,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Johnson,12,19,74,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Jones,27,84,272,17,2,2,0,0,0,0,0,0,0,0,0,0,0
GA,Lamar,26,66,187,9,0,1,0,0,0,0,0,0,0,0,0,0,0
GA,Lanier,0,1,114,14,1,1,0,0,0,0,1,0,0,0,0,0,0
GA,Laurens,161,277,673,36,5,2,3,20,0,1,1,0,0,0,0,0,0
GA,Lee,29,79,210,19,2,1,0,0,0,0,0,0,0,0,0,0,0
GA,Liberty,57,151,971,99,15,2,0,0,0,0,0,0,0,0,0,1,0
GA,Lincoln,17,16,60,3,1,0,1,0,0,0,0,0,0,0,1,1,0
GA,Long,19,55,281,47,3,0,0,0,1,0,0,0,0,0,0,0,0
GA,Lowndes,0,86,957,79,13,6,1,0,0,0,0,0,0,1,2,0,0
GA,Lumpkin,157,48,943,23,1,0,0,0,0,0,0,0,0,0,0,0,0
GA,Macon,14,52,197,52,3,4,0,0,0,0,0,0,0,0,1,0,0
GA,Madison,25,42,140,4,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Marion,10,33,91,1,1,2,0,0,0,0,0,0,0,0,0,0,0
GA,McDuffie,43,93,337,23,7,4,1,0,0,1,0,0,0,0,0,0,0
GA,McIntosh,12,64,207,13,5,1,1,0,0,0,0,0,0,0,0,0,0
GA,Mcduffie,59,38,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Mcintosh,2,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Meriwether,30,92,242,24,2,1,0,0,0,0,0,0,0,0,0,1,0
GA,Miller,0,7,111,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Mitchell,3,21,315,24,1,1,1,0,0,0,0,0,0,0,0,0,0
GA,Monroe,169,500,1150,83,20,17,5,0,0,3,0,0,1,1,0,0,0
GA,Montgomery,14,8,71,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Morgan,199,359,811,93,19,10,2,0,0,0,0,0,0,0,0,0,0
GA,Murray,0,22,189,8,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Muscogee,209,318,1539,146,24,4,1,0,0,0,1,0,0,0,0,0,0
GA,Newton,167,416,1476,266,15,3,4,0,0,1,0,0,0,1,1,0,1
GA,Oconee,143,175,708,90,9,2,1,0,1,1,0,0,0,1,0,0,0
GA,Oglethorpe,36,58,111,5,1,1,0,0,0,0,0,0,0,0,0,0,0
GA,Paulding,742,546,2880,419,37,5,1,0,0,1,0,0,0,0,0,0,0
GA,Peach,67,218,677,91,10,3,7,0,0,0,0,0,0,0,0,0,0
GA,Pickens,53,106,380,35,4,0,0,0,0,0,0,0,0,0,0,0,0
GA,Pierce,7,11,281,22,2,1,0,0,0,0,0,0,0,0,0,0,0
GA,Pike,15,48,124,6,0,2,0,0,0,0,0,0,0,0,0,0,0
GA,Polk,40,49,268,4,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Pulaski,16,74,133,8,1,0,0,0,0,1,0,0,0,0,0,1,0
GA,Putnam,102,160,366,28,5,3,1,0,0,1,0,0,0,0,0,0,0
GA,Quitman,37,31,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Rabun,0,6,323,25,7,0,0,0,0,0,0,0,0,0,0,0,0
GA,Randolph,39,72,194,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Richmond,303,1981,5740,316,60,19,71,1,0,0,0,1,0,0,0,1,0
GA,Rockdale,180,529,1411,234,26,2,1,0,0,1,0,0,0,0,0,0,0
GA,Schley,4,11,62,0,1,0,0,0,0,0,0,0,0,0,0,0,0
GA,Screven,16,22,251,9,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Seminole,0,0,28,0,0,1,1,0,0,0,0,0,0,0,0,0,0
GA,Spalding,421,294,992,35,5,6,3,0,0,2,0,1,0,0,0,1,0
GA,Stephens,0,15,57,2,1,0,0,0,0,0,0,0,0,0,0,0,0
GA,Stewart,24,36,137,1,1,0,0,0,0,0,0,0,0,0,0,0,0
GA,Sumter,33,87,273,14,3,4,0,0,0,0,0,0,0,0,0,0,0
GA,Talbot,38,64,167,7,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Taliaferro,17,63,101,6,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Tattnall,27,52,260,9,1,0,0,0,0,0,0,0,0,0,0,0,0
GA,Taylor,35,65,143,2,1,0,0,0,0,0,0,0,0,0,0,0,0
GA,Telfair,16,25,138,2,0,1,0,0,0,0,0,0,0,0,0,0,0
GA,Terrell,26,55,117,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Thomas,0,10,365,17,5,1,0,1,0,0,0,0,0,0,0,0,0
GA,Tift,79,135,431,31,1,9,1,0,0,0,0,0,0,0,0,0,0
GA,Toombs,24,41,246,5,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Towns,0,1,74,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Treutlen,11,104,150,7,0,2,0,9,0,0,0,0,0,0,0,0,0
GA,Troup,291,451,1305,97,6,3,1,0,0,0,0,0,0,0,0,0,0
GA,Turner,16,52,182,8,0,0,1,0,0,0,0,0,0,0,0,0,0
GA,Twiggs,31,125,228,16,1,1,0,0,0,0,0,0,0,0,0,0,0
GA,Union,0,8,225,1,1,1,0,0,0,0,0,0,0,0,0,0,0
GA,Upson,29,51,117,2,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Walker,0,34,429,11,3,0,0,0,0,0,0,0,0,0,0,0,0
GA,Walton,417,517,2188,237,26,3,0,0,0,0,0,0,0,0,0,0,0
GA,Ware,0,11,494,11,1,0,1,0,0,0,0,0,0,0,0,0,0
GA,Warren,39,93,265,10,1,0,0,1,0,0,0,0,0,0,0,0,0
GA,Washington,8,32,174,1,0,3,0,1,0,0,0,0,0,0,0,0,0
GA,Wayne,51,47,342,5,1,0,0,0,0,0,0,0,0,0,0,0,0
GA,Webster,9,28,116,15,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,Wheeler,5,11,81,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GA,White,0,11,224,33,10,2,0,0,0,0,0,0,0,0,0,0,0
GA,Whitfield,0,78,1853,74,10,1,0,0,0,1,0,0,0,0,0,0,0
GA,Wilcox,7,29,148,5,0,3,0,0,0,0,0,0,0,0,0,0,0
GA,Wilkes,27,80,145,10,0,0,1,0,0,0,0,0,0,0,0,0,0
GA,Wilkinson,25,57,151,3,0,2,0,1,0,0,0,0,0,0,0,0,0
GA,Worth,22,66,195,7,2,2,0,0,0,0,1,0,0,0,0,0,0
IA,ALL,6028,10318,39023,1928,279,379,1263,67,66,134,130,144,152,103,122,55,17
IA,Adair,13,37,119,5,0,5,0,3,0,0,0,0,0,0,0,1,0
IA,Adams,4,4,55,0,0,0,1,0,0,0,0,0,1,0,0,0,0
IA,Allamakee,8,12,115,2,0,0,5,0,1,0,0,0,0,0,0,0,0
IA,Appanoose,8,42,52,5,0,1,1,0,1,0,1,0,1,0,0,0,0
IA,Audubon,37,20,186,2,1,1,0,0,0,0,0,0,0,0,0,0,0
IA,Benton,50,74,299,6,1,1,0,0,0,0,1,0,1,0,1,1,0
IA,Black Hawk,168,259,1469,86,6,1,48,0,1,0,2,4,1,1,4,0,0
IA,Boone,40,68,232,20,3,6,3,3,4,3,4,1,2,0,0,0,0
IA,Bremer,62,65,275,11,2,0,2,1,0,0,1,1,1,2,0,0,0
IA,Buchanan,44,29,377,7,2,1,2,0,0,0,0,0,0,2,0,0,0
IA,Buena Vista,108,61,349,11,1,1,1,0,1,0,1,0,0,1,1,0,0
IA,Butler,10,13,90,1,0,0,4,0,1,2,0,0,0,0,0,0,0
IA,Calhoun,105,72,316,10,0,0,1,0,0,0,0,0,0,0,0,0,0
IA,Carroll,129,75,401,4,0,0,4,0,0,0,0,0,0,0,2,0,0
IA,Cass,61,73,459,11,3,5,6,0,0,0,1,3,5,0,1,0,0
IA,Cedar,0,40,323,17,4,0,3,0,0,0,0,0,0,1,2,3,0
IA,Cerro Gordo,255,210,1020,50,0,2,1,1,4,3,0,0,1,1,0,0,0
IA,Cherokee,24,26,105,4,1,1,0,0,0,0,0,0,0,0,0,0,0
IA,Chickasaw,59,42,294,13,1,0,2,0,1,0,1,0,0,1,1,0,0
IA,Clarke,49,23,288,6,2,3,2,0,1,2,1,0,1,0,0,0,0
IA,Clay,96,51,461,38,5,0,3,0,0,0,0,1,1,0,2,0,0
IA,Clayton,3,10,114,0,1,0,1,1,0,0,0,0,0,0,0,0,0
IA,Clinton,54,84,477,27,3,0,106,0,0,0,0,0,0,1,0,0,0
IA,Crawford,41,31,340,2,0,0,2,0,0,0,0,0,0,0,0,0,0
IA,Dallas,64,246,577,28,6,10,8,0,1,0,1,0,0,1,0,1,0
IA,Davis,28,12,186,12,1,1,3,0,0,0,0,2,0,0,0,0,0
IA,Decatur,24,19,146,5,1,1,1,2,1,0,2,1,1,3,0,0,0
IA,Delaware,8,7,178,4,0,0,2,0,0,0,0,0,0,0,2,0,0
IA,Des Moines,0,3,204,3,0,0,70,0,0,0,2,2,0,1,0,1,0
IA,Dickinson,0,3,129,14,1,0,1,0,0,0,0,0,0,0,0,0,0
IA,Dubuque,58,51,776,55,5,1,10,2,3,5,0,1,1,3,7,0,4
IA,Emmet,0,2,75,0,0,0,0,0,0,0,0,2,0,0,0,0,0
IA,Fayette,6,20,253,20,1,0,1,0,0,0,0,0,0,0,0,0,0
IA,Floyd,104,106,383,6,1,1,1,0,1,0,0,1,1,0,0,0,0
IA,Franklin,155,92,570,34,1,1,6,1,0,0,1,0,0,1,0,0,0
IA,Fremont,57,96,274,12,1,0,2,0,0,0,0,0,0,0,1,0,0
IA,Greene,23,18,234,9,0,0,5,0,0,0,0,0,0,1,0,1,0
IA,Grundy,43,26,292,4,1,1,3,0,0,0,0,0,0,0,0,0,0
IA,Guthrie,8,21,82,13,1,0,0,0,0,0,0,0,0,0,0,0,0
IA,Hamilton,154,117,703,16,1,3,4,1,2,1,2,5,0,3,0,0,0
IA,Hancock,29,32,102,6,0,0,0,0,0,0,0,0,0,0,0,1,0
IA,Hardin,86,70,371,6,0,1,1,0,0,0,0,0,0,1,0,0,0
IA,Harrison,88,55,649,24,0,13,2,0,0,0,1,0,0,0,1,0,0
IA,Henry,23,31,364,4,1,2,1,0,0,0,0,1,0,0,0,0,0
IA,Howard,13,13,258,7,0,0,0,0,0,0,0,0,0,0,0,0,0
IA,Humboldt,22,25,61,0,0,0,3,0,0,0,0,0,1,0,0,2,0
IA,Ida,88,77,294,12,0,0,1,0,0,0,1,3,0,1,1,0,0
IA,Iowa,32,55,277,17,0,0,7,0,0,0,2,1,0,0,0,0,0
IA,Jackson,20,24,264,22,3,2,7,0,0,1,0,0,2,3,1,1,0
IA,Jasper,36,100,286,11,2,3,5,1,0,1,1,1,4,2,1,0,0
IA,Jefferson,10,11,126,4,0,1,4,0,0,2,0,2,1,1,0,0,0
IA,Johnson,226,451,1542,89,2,4,58,0,0,0,0,0,0,1,2,1,0
IA,Jones,0,6,160,0,0,0,1,0,0,0,0,1,0,0,1,0,0
IA,Keokuk,1,11,120,12,3,5,6,2,0,1,0,0,0,0,4,0,0
IA,Kossuth,139,53,336,11,1,0,3,1,0,1,1,2,0,1,1,0,0
IA,Lee,5,15,191,4,0,2,2,0,0,0,1,2,2,1,0,0,0
IA,Linn,53,435,1244,61,5,50,156,2,8,19,20,25,25,22,29,17,4
IA,Louisa,0,4,115,1,0,0,1,0,0,0,0,1,0,0,0,0,0
IA,Lucas,29,21,147,1,0,0,2,0,0,1,2,2,1,0,0,0,0
IA,Lyon,3,6,90,0,0,1,4,0,0,0,0,0,1,0,0,0,0
IA,Madison,6,24,49,0,1,1,1,0,0,0,0,0,0,0,0,0,0
IA,Mahaska,20,27,176,6,0,1,1,0,0,1,1,5,0,0,0,0,0
IA,Marion,22,24,120,3,1,2,3,0,1,5,2,1,4,0,0,0,1
IA,Marshall,25,31,226,0,2,1,1,0,0,0,0,1,0,0,1,1,0
IA,Mills,45,73,329,9,2,4,4,0,2,3,1,0,0,1,2,0,0
IA,Mitchell,21,36,165,3,1,0,0,0,0,0,0,0,0,0,0,0,0
IA,Monona,56,31,576,62,6,3,7,1,0,1,1,0,1,0,3,0,0
IA,Monroe,19,12,186,0,3,1,1,0,0,0,1,0,0,0,0,0,0
IA,Montgomery,24,11,771,105,9,1,2,0,0,0,1,1,0,0,0,0,0
IA,Muscatine,0,10,450,12,1,0,3,0,0,1,1,2,0,3,2,1,0
IA,O'Brien,28,25,258,33,6,2,1,0,0,0,0,1,1,1,0,0,0
IA,Obrien,29,34,129,28,2,1,3,0,0,0,0,0,0,0,0,0,0
IA,Osceola,5,14,175,0,1,1,2,0,0,0,2,0,0,0,2,0,0
IA,Page,27,16,127,0,0,1,1,0,0,0,0,0,0,0,0,0,0
IA,Palo Alto,17,24,142,8,0,0,1,0,0,0,0,0,0,0,0,0,0
IA,Plymouth,79,59,399,2,3,2,1,0,0,2,2,0,1,0,1,0,0
IA,Pocahontas,17,13,74,5,0,2,0,0,0,0,0,0,0,0,0,0,0
IA,Polk,650,3439,4400,326,77,81,382,17,20,49,24,36,43,27,15,13,0
