State,County,"(0.0, 16.0]","(16.0, 32.0]","(32.0, 64.0]","(64.0, 128.0]","(128.0, 256.0]","(256.0, 512.0]","(512.0, 1024.0]","(1024.0, 2048.0]","(2048.0, 4096.0]","(4096.0, 8192.0]","(8192.0, 16384.0]","(16384.0, 32768.0]","(32768.0, 65536.0]","(65536.0, 131072.0]","(131072.0, 262144.0]","(262144.0, 524288.0]","(524288.0, inf]"
KS,Kearny,0,0,41,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Kingman,0,0,203,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Kiowa,0,0,245,7,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Labette,0,3,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Lane,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Leavenworth,0,3,322,30,10,1,0,0,0,0,0,1,0,0,0,0,0
KS,Lincoln,0,0,99,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Linn,0,0,208,1,0,0,0,0,0,0,0,0,0,1,0,0,0
KS,Logan,0,0,210,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Lyon,0,1,313,6,0,0,2,0,1,0,0,0,4,0,0,1,0
KS,Marion,0,0,261,2,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,Marshall,0,0,154,7,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,McPherson,0,0,372,3,0,0,0,0,0,0,0,0,1,0,1,0,0
KS,Mcpherson,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Meade,0,0,150,14,6,4,2,0,0,0,0,0,0,0,0,0,0
KS,Miami,0,0,231,3,0,0,0,0,0,0,0,0,2,1,0,0,0
KS,Mitchell,0,0,18,0,0,0,0,0,0,0,0,0,0,1,0,0,0
KS,Montgomery,0,0,271,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Morris,0,0,34,4,0,0,0,0,4,0,0,3,0,0,0,0,0
KS,Morton,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Nemaha,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Neosho,0,1,125,0,0,0,1,0,0,0,0,0,0,0,0,0,0
KS,Ness,0,0,128,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Norton,0,0,80,2,0,0,0,0,0,0,0,0,1,0,4,0,0
KS,Osage,0,0,202,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Osborne,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Ottawa,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Pawnee,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Phillips,0,0,86,0,0,0,0,0,0,0,0,0,0,0,5,0,0
KS,Pottawatomie,0,0,166,24,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Pratt,0,0,196,3,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Rawlins,0,0,40,1,0,0,1,0,0,0,0,0,0,0,0,0,0
KS,Reno,0,0,556,15,1,0,0,0,0,0,0,0,0,0,0,0,0
KS,Republic,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Rice,0,1,176,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Riley,0,1,225,5,0,0,16,0,0,0,0,0,0,0,0,0,0
KS,Rooks,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Rush,0,0,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Russell,0,0,165,0,0,0,0,0,0,0,0,0,0,0,2,0,0
KS,Saline,0,3,330,4,0,0,1,0,0,0,0,0,1,0,3,0,0
KS,Scott,0,0,211,24,2,1,0,0,0,0,0,0,0,0,0,0,0
KS,Sedgwick,0,34,2804,235,24,1,18,0,0,8,0,1,16,4,4,11,5
KS,Seward,0,0,214,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Shawnee,0,9,599,30,1,1,1,0,0,1,0,3,2,0,0,2,0
KS,Sheridan,0,0,174,9,0,0,0,0,0,0,0,0,1,0,0,0,0
KS,Sherman,0,1,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Smith,0,0,57,0,0,0,0,0,0,0,0,0,0,2,1,0,0
KS,Stafford,0,0,306,12,2,0,0,0,0,0,0,0,0,0,0,0,0
KS,Stanton,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Stevens,0,0,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Sumner,0,6,303,6,0,0,0,0,0,0,0,0,0,0,0,1,0
KS,Thomas,0,0,245,7,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Trego,0,0,116,3,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Wabaunsee,0,0,120,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Wallace,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Washington,0,0,131,4,0,0,0,0,0,0,0,0,2,0,0,0,0
KS,Wichita,0,0,93,16,2,2,0,0,0,0,0,0,0,0,0,0,0
KS,Wilson,0,0,129,3,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Woodson,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KS,Wyandotte,0,990,1343,89,20,3,22,2,0,0,1,0,5,1,9,9,5
KY,ALL,451,7984,83039,6096,533,428,376,34,75,65,43,31,35,17,17,26,10
KY,Adair,0,2,324,3,0,0,0,0,0,0,0,0,1,0,1,0,0
KY,Allen,0,1,290,6,3,0,0,0,0,0,0,0,1,0,0,0,0
KY,Anderson,0,1,290,18,0,0,2,0,0,0,0,0,0,0,0,0,0
KY,Ballard,0,0,186,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Barren,0,1,660,23,3,0,0,0,0,0,0,0,1,0,0,0,0
KY,Bath,0,2,265,8,0,0,0,0,0,0,0,0,0,0,0,1,0
KY,Bell,0,1,338,11,1,0,0,1,0,0,0,0,0,0,0,0,0
KY,Boone,0,448,1752,161,17,6,1,0,0,0,1,1,0,0,0,0,0
KY,Bourbon,0,0,553,21,1,0,0,0,0,0,0,0,0,0,0,0,0
KY,Boyd,36,29,565,20,0,1,1,0,1,0,0,1,0,0,0,0,0
KY,Boyle,0,1,369,9,1,0,1,0,0,0,0,0,0,0,0,0,0
KY,Bracken,258,242,1250,73,0,0,0,0,0,0,1,0,1,0,1,0,0
KY,Breathitt,0,0,215,15,1,0,0,0,0,0,0,0,0,0,0,1,0
KY,Breckinridge,0,1,157,3,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Bullitt,0,47,845,68,3,4,0,0,1,10,2,1,1,0,1,4,0
KY,Butler,0,1,404,16,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Caldwell,0,1,177,6,0,0,1,0,0,0,0,1,0,0,0,1,0
KY,Calloway,0,0,532,9,1,0,5,0,0,1,0,0,0,0,0,0,0
KY,Campbell,0,231,1511,88,7,8,1,0,0,0,0,0,1,0,0,0,0
KY,Carlisle,0,1,66,2,1,0,0,0,0,0,0,0,0,0,0,0,0
KY,Carroll,0,3,404,14,0,0,1,0,0,0,0,0,0,0,0,1,0
KY,Carter,0,6,510,17,0,0,0,0,0,0,1,0,1,0,0,0,0
KY,Casey,0,0,108,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Christian,0,0,525,46,5,0,0,0,0,0,0,0,0,0,0,0,0
KY,Clark,0,4,605,20,0,2,0,0,0,0,0,0,0,0,0,0,0
KY,Clay,0,0,440,9,0,1,0,0,0,0,0,0,0,0,0,0,0
KY,Clinton,0,0,224,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Crittenden,0,0,52,2,0,2,0,0,0,0,0,0,0,0,0,0,0
KY,Cumberland,0,0,317,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Daviess,0,8,553,19,0,0,1,7,0,0,0,0,0,0,0,0,0
KY,Edmonson,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Elliott,0,0,19,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Estill,0,0,58,3,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Fayette,0,719,9225,1418,146,244,112,11,22,9,14,11,6,1,1,0,2
KY,Fleming,9,14,368,23,0,0,0,1,0,0,0,0,0,0,0,0,0
KY,Floyd,0,2,407,13,1,0,0,0,0,0,0,0,0,0,0,0,0
KY,Franklin,0,9,1055,38,3,0,2,0,0,2,0,0,0,2,1,0,1
KY,Fulton,0,1,110,2,0,0,0,0,0,0,0,1,0,0,0,0,0
KY,Gallatin,0,5,174,3,1,0,0,0,0,0,0,0,0,0,0,0,0
KY,Garrard,0,2,452,10,0,0,1,0,0,1,0,0,0,0,0,1,0
KY,Grant,0,8,562,17,0,0,0,0,0,0,0,0,0,0,0,2,0
KY,Graves,0,0,500,20,4,1,0,0,1,0,0,0,0,0,1,0,1
KY,Grayson,0,3,555,15,1,0,0,0,0,0,0,0,0,0,0,0,0
KY,Green,0,0,154,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Greenup,46,26,482,16,1,1,0,0,0,0,0,1,0,0,0,0,0
KY,Hancock,0,1,102,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Hardin,1,28,2542,163,20,3,0,0,0,0,0,0,0,0,0,0,0
KY,Harlan,0,0,325,6,0,0,0,0,0,0,0,0,2,0,0,0,0
KY,Harrison,0,4,218,11,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Hart,0,7,374,15,0,3,0,0,0,0,0,0,0,0,0,0,0
KY,Henderson,0,6,983,71,5,1,0,2,0,1,0,1,1,0,1,0,0
KY,Henry,0,6,226,8,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Hickman,0,1,147,18,4,0,0,0,0,1,0,0,0,0,0,0,0
KY,Hopkins,0,3,575,31,2,2,0,0,3,0,0,0,0,0,0,0,0
KY,Jackson,0,0,353,11,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Jefferson,0,4522,14627,1460,121,100,158,3,42,25,16,6,7,5,2,6,0
KY,Jessamine,0,5,668,26,0,0,1,0,0,0,0,0,0,0,0,0,0
KY,Johnson,0,0,195,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Kenton,0,1319,3654,275,42,12,33,5,0,2,1,2,2,1,0,0,0
KY,Knott,0,1,323,10,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Knox,0,0,151,5,0,1,0,0,0,0,0,0,0,0,0,0,0
KY,Larue,0,4,250,22,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Laurel,0,11,970,55,2,1,2,0,0,1,0,0,0,0,1,0,0
KY,Lawrence,0,0,159,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Lee,0,0,45,0,0,4,0,0,0,0,0,0,0,0,0,0,0
KY,Leslie,0,1,674,22,0,0,0,1,0,0,0,0,0,0,0,0,0
KY,Letcher,0,2,435,6,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Lewis,18,27,309,11,0,0,0,0,0,0,0,0,1,0,1,1,0
KY,Lincoln,0,2,509,3,0,0,0,0,0,0,0,1,0,0,0,0,0
KY,Livingston,0,1,58,12,2,2,1,0,0,0,0,0,0,1,0,0,0
KY,Logan,0,0,388,17,1,0,0,0,0,0,0,0,1,0,0,0,0
KY,Lyon,0,1,819,36,3,0,0,0,0,0,0,0,0,0,0,1,0
KY,Madison,0,14,1068,119,12,7,7,1,0,0,0,0,0,0,0,1,0
KY,Magoffin,0,1,159,13,0,0,0,0,0,0,1,0,0,1,0,0,1
KY,Marion,0,0,166,3,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Marshall,0,4,703,57,11,5,1,0,1,3,0,0,0,0,1,0,2
KY,Martin,0,0,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Mason,64,56,889,42,5,0,2,0,0,3,2,0,1,0,1,1,0
KY,McCracken,0,2,539,54,2,2,1,0,0,1,0,0,1,0,0,0,0
KY,McCreary,0,1,255,5,0,0,0,0,0,0,0,0,0,1,0,0,0
KY,McLean,0,1,117,4,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Mccracken,0,0,39,8,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Mccreary,0,0,26,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Mclean,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Meade,0,3,176,7,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Menifee,0,0,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Mercer,0,0,294,25,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Metcalfe,0,1,394,36,4,1,0,0,0,0,0,0,0,1,1,0,0
KY,Monroe,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Montgomery,0,2,624,31,1,0,0,0,0,0,0,0,0,0,0,0,0
KY,Morgan,0,0,124,10,0,1,0,0,0,0,0,0,0,0,0,0,0
KY,Muhlenberg,0,2,463,31,0,1,0,0,0,0,0,0,0,0,0,0,0
KY,Nelson,0,0,517,31,0,0,0,0,0,0,0,0,0,1,0,1,0
KY,Nicholas,0,0,356,8,0,1,0,0,0,0,0,0,0,0,0,0,1
KY,Ohio,0,3,1053,17,1,0,0,0,1,0,1,0,0,0,0,1,0
KY,Oldham,0,24,310,30,1,2,2,0,0,0,0,0,0,2,0,0,0
KY,Owen,0,1,178,2,0,0,1,0,0,0,0,1,0,0,0,0,0
KY,Owsley,0,0,49,1,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Pendleton,17,20,852,35,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Perry,0,1,593,59,4,1,0,1,1,2,0,0,0,0,0,0,0
KY,Pike,0,0,758,45,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Powell,0,0,277,15,1,0,0,0,0,0,0,0,0,0,0,0,0
KY,Pulaski,0,2,2573,54,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Robertson,2,5,38,10,0,0,0,0,0,0,0,0,2,0,0,0,0
KY,Rockcastle,0,8,1522,87,20,2,2,0,0,0,0,1,0,0,1,1,0
KY,Rowan,0,3,329,18,6,1,6,0,0,0,0,0,0,0,0,1,1
KY,Russell,0,0,189,2,0,0,0,0,0,0,0,0,1,0,0,0,0
KY,Scott,0,12,1279,51,1,0,0,0,0,0,0,0,0,0,0,0,0
KY,Shelby,0,14,1112,104,16,1,0,0,0,0,1,1,0,0,1,0,1
KY,Simpson,0,2,415,28,2,0,0,0,0,0,0,0,2,0,1,0,0
KY,Spencer,0,0,276,17,2,0,0,0,2,0,0,0,0,0,0,0,0
KY,Taylor,0,0,280,5,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Todd,0,0,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Trigg,0,1,386,13,0,1,0,0,0,0,0,0,0,0,0,0,0
KY,Trimble,0,0,115,6,2,0,0,0,0,0,0,0,0,0,0,0,0
KY,Union,0,0,156,7,1,0,0,1,0,3,0,0,0,0,0,0,0
KY,Warren,0,13,1717,187,19,2,24,0,0,0,0,0,1,1,0,1,0
KY,Washington,0,0,321,16,0,0,0,0,0,0,0,0,0,0,0,0,0
KY,Wayne,0,0,140,1,0,0,0,0,0,0,1,0,0,0,0,0,0
KY,Webster,0,0,268,7,0,1,0,0,0,0,0,0,0,0,0,0,0
KY,Whitley,0,6,911,99,14,0,3,0,0,0,0,0,0,0,0,0,0
KY,Wolfe,0,1,122,9,0,0,1,0,0,0,0,0,0,0,0,0,0
KY,Woodford,0,9,796,86,5,0,2,0,0,0,1,1,0,0,0,0,0
LA,ALL,2,15776,87781,11955,1038,264,349,61,34,26,26,31,201,32,50,103,35
LA,Acadia,0,38,645,26,9,2,1,1,1,0,1,0,0,0,0,2,0
LA,Allen,0,2,429,7,0,1,0,0,0,0,0,0,0,0,0,0,0
LA,Ascension,0,63,5660,942,51,3,0,1,1,0,0,0,1,1,1,0,0
LA,Assumption,0,0,139,2,2,0,0,0,0,0,0,0,0,0,0,0,0
LA,Avoyelles,0,0,202,16,2,5,0,0,1,0,0,5,0,0,0,1,0
LA,Beauregard,0,0,273,6,0,0,1,1,4,3,0,0,0,0,0,0,0
LA,Bienville,0,11,329,32,5,2,0,1,0,0,1,0,0,0,0,1,1
LA,Bossier,0,108,1030,196,2,2,0,0,0,0,0,1,1,0,1,0,0
LA,Caddo,0,814,2411,533,18,5,1,3,1,1,1,1,0,1,3,1,0
LA,Calcasieu,0,234,3406,323,54,17,14,6,3,0,4,1,0,1,1,1,3
LA,Caldwell,0,0,172,7,0,0,1,0,0,0,0,0,1,0,2,0,0
LA,Cameron,0,1,91,8,1,0,0,0,0,0,0,0,0,0,0,0,0
LA,Catahoula,0,0,166,25,3,1,0,0,0,0,1,2,0,0,0,0,0
LA,Claiborne,0,2,152,3,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,Concordia,0,2,225,12,0,0,0,0,0,0,0,0,1,0,1,0,0
LA,De Soto,0,9,316,14,1,0,1,1,0,0,1,0,0,0,0,0,0
LA,East Baton Rouge,1,9007,18361,3383,232,78,38,2,7,5,4,8,20,11,13,16,9
LA,East Carroll,0,0,277,56,3,1,0,0,0,0,0,0,0,1,0,0,0
LA,East Feliciana,0,8,255,22,1,0,1,0,0,0,0,0,2,0,1,1,0
LA,Evangeline,0,1,233,20,0,0,0,0,0,1,0,0,0,0,0,0,0
LA,Franklin,0,1,96,0,1,0,0,0,0,0,1,0,0,0,0,0,0
LA,Grant,0,2,252,5,1,1,2,2,1,0,0,0,3,0,1,2,0
LA,Iberia,0,0,265,17,1,0,2,0,0,0,0,0,0,0,1,0,0
LA,Iberville,0,57,814,87,16,2,2,0,0,0,0,0,0,0,0,0,0
LA,Jackson,0,1,199,10,1,0,0,1,0,0,1,0,0,0,0,0,0
LA,Jefferson,0,356,7393,732,92,9,60,0,0,2,1,2,2,3,0,2,0
LA,Jefferson Davis,0,33,646,50,5,1,2,1,0,0,0,0,0,0,0,0,0
LA,La Salle,0,0,187,30,3,0,0,0,0,1,0,0,0,0,0,0,0
LA,Lafayette,0,3321,6782,1451,57,24,31,3,3,3,1,1,0,1,2,2,0
LA,Lafourche,0,5,695,44,3,1,6,0,0,0,0,0,0,1,0,0,0
LA,Lincoln,0,6,388,17,1,0,20,0,0,0,0,0,0,0,0,0,0
LA,Livingston,0,68,1974,283,30,1,7,0,0,0,0,0,0,1,3,1,0
LA,Madison,0,8,213,11,2,0,0,0,0,0,0,0,0,0,0,0,0
LA,Morehouse,0,1,269,3,1,0,0,1,0,0,0,2,0,2,0,0,0
LA,Natchitoches,0,4,405,30,4,1,17,6,0,1,0,1,2,2,3,0,0
LA,Orleans,0,817,11273,1549,233,28,100,0,0,1,1,0,165,1,1,65,15
LA,Ouachita,0,33,1181,116,6,7,10,2,1,2,0,1,0,0,1,1,0
LA,Plaquemines,0,128,440,22,1,0,0,0,0,1,0,0,0,0,1,0,0
LA,Pointe Coupee,0,8,523,25,1,1,2,0,0,0,0,1,0,0,0,0,0
LA,Rapides,0,29,1085,193,12,5,0,0,1,0,2,0,0,1,2,0,1
LA,Red River,0,1,174,4,0,0,0,2,0,0,0,2,1,1,1,0,0
LA,Richland,0,5,375,43,6,0,2,0,0,0,1,0,0,0,0,1,1
LA,Sabine,0,1,146,16,0,0,1,4,0,0,0,0,0,1,0,0,0
LA,Saint Bernard,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,Saint Charles,0,1,216,14,0,0,0,0,0,0,1,0,0,0,0,0,0
LA,Saint Helena,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,Saint James,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,Saint Landry,0,2,128,16,3,4,0,2,1,0,0,0,0,0,0,1,0
LA,Saint Martin,0,2,15,3,0,6,1,1,0,0,0,0,0,0,0,0,0
LA,Saint Mary,0,0,159,20,1,0,0,0,0,0,0,0,0,0,0,0,0
LA,Saint Tammany,0,1,766,241,20,0,0,0,1,0,0,0,0,0,0,0,0
LA,St John The Baptist,0,1,614,19,0,0,0,0,0,0,0,0,0,0,1,0,0
LA,St. Bernard,0,2,212,5,1,0,0,0,0,0,1,0,0,0,1,0,2
LA,St. Charles,0,36,1494,98,17,4,0,0,0,0,0,0,0,0,0,0,0
LA,St. Helena,0,0,68,4,0,0,1,0,0,0,0,0,0,0,0,0,0
LA,St. James,0,18,402,31,1,2,0,2,0,0,0,0,0,0,0,0,0
LA,St. John the Baptist,0,32,826,22,1,2,0,1,0,0,0,0,0,0,0,0,0
LA,St. Landry,0,18,1452,60,2,1,4,2,0,0,0,0,0,0,1,0,0
LA,St. Martin,1,60,936,73,10,9,5,3,0,0,1,0,0,0,2,0,2
LA,St. Mary,0,10,662,24,2,2,0,2,0,0,0,0,0,0,0,0,1
LA,St. Tammany,0,104,3307,469,67,8,1,2,0,0,0,0,0,0,0,0,0
LA,Tangipahoa,0,50,1964,116,12,2,11,0,3,0,0,0,0,1,2,1,0
LA,Tensas,0,0,107,0,0,0,0,0,0,0,0,1,0,0,0,0,0
LA,Terrebonne,0,69,462,54,5,7,1,3,2,0,0,0,1,0,1,2,0
LA,Union,0,1,149,11,1,1,0,0,0,0,0,0,0,0,0,0,0
LA,Vermilion,0,2,153,8,2,6,0,2,1,0,0,0,0,2,0,0,0
LA,Vernon,0,0,247,15,0,0,2,0,1,0,1,1,0,0,2,0,0
LA,Washington,0,2,157,14,4,1,0,0,0,4,0,1,0,0,0,0,0
LA,Webster,0,7,724,99,18,7,0,1,0,0,1,0,0,0,0,1,0
LA,West Baton Rouge,0,163,1384,145,10,3,0,0,0,0,0,0,0,0,0,0,0
LA,West Carroll,0,0,61,8,0,0,0,0,0,0,0,0,0,0,0,0,0
LA,West Feliciana,0,2,304,2,0,0,0,0,0,0,0,0,0,0,0,1,0
LA,Winn,0,8,222,11,0,1,1,2,1,1,0,0,1,0,1,0,0
MA,ALL,52342,60828,224938,39134,8713,7689,2566,159,103,653,89,71,58,33,13,8,3
MA,Barnstable,275,477,6743,1199,218,38,5,0,18,2,2,0,0,2,0,0,0
MA,Berkshire,1737,2011,2007,193,24,0,7,0,0,1,0,0,0,1,0,0,0
MA,Bristol,3219,2658,10348,1135,119,20,17,2,10,4,4,1,2,2,0,1,0
MA,Dukes,0,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
MA,Essex,5486,6728,25747,4081,929,120,85,11,3,11,4,1,0,0,0,0,0
MA,Franklin,597,637,1703,105,12,0,2,1,0,1,0,0,0,1,0,0,0
MA,Hampden,2283,2155,6982,927,117,128,153,5,1,98,1,8,2,4,1,0,1
MA,Hampshire,953,866,2245,242,49,23,42,3,3,21,6,1,0,1,0,1,0
MA,Middlesex,14496,18446,65063,12684,2686,1323,373,49,16,478,52,27,32,13,5,4,1
MA,Nantucket,0,2,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0
MA,Norfolk,7218,7563,31638,5092,1351,846,279,13,14,10,8,6,2,4,1,0,0
MA,Plymouth,1467,2141,8745,1007,185,37,35,16,2,5,4,6,2,0,0,0,0
MA,Suffolk,8149,10200,39055,9725,2746,5034,883,59,35,18,6,21,12,2,6,2,1
MA,Worcester,6462,6940,24657,2740,275,120,685,0,0,4,2,0,6,3,0,0,0
MD,ALL,44944,67092,185421,25678,4530,2115,1561,156,43,97,288,64,92,43,39,14,7
MD,Allegany,525,506,1374,57,10,91,43,3,0,6,7,0,2,1,1,0,1
MD,Anne Arundel,2348,6944,19064,2748,320,240,312,17,6,19,77,23,50,5,10,4,0
MD,Baltimore,1851,1284,3814,395,56,66,5,8,0,1,14,2,1,1,1,1,0
MD,Baltimore City,6229,6545,18088,2569,268,270,323,51,7,4,17,1,4,1,0,1,0
MD,Baltimore County,4860,10502,20950,1961,420,163,92,25,1,6,23,1,3,1,1,2,0
MD,Calvert,28,78,526,81,8,12,5,0,0,3,4,0,2,1,0,1,0
MD,Caroline,135,319,676,113,32,15,13,0,0,1,0,0,1,0,0,0,0
MD,Carroll,250,813,1804,305,21,8,2,4,0,1,4,0,0,1,0,0,0
MD,Cecil,998,1327,2780,217,45,12,8,2,0,4,6,0,0,0,0,0,0
MD,Charles,69,101,2921,172,15,17,1,0,0,2,1,0,0,2,0,0,0
MD,District Of Columbia,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MD,Dorchester,5,41,416,17,1,3,4,0,0,0,3,0,0,0,0,0,0
MD,Frederick,1810,4633,8863,1033,126,180,208,18,17,15,26,13,15,17,12,2,2
MD,Garrett,1349,1571,2671,54,2,15,21,0,0,0,1,0,0,0,0,0,0
MD,Harford,2105,2360,7404,565,79,86,24,3,2,1,13,5,1,5,3,1,0
MD,Howard,1886,3323,9153,1291,130,86,16,7,1,2,4,0,3,1,0,1,0
MD,Kent,21,41,210,3,0,37,10,0,0,0,1,0,0,0,0,0,0
MD,Montgomery,8145,11197,33714,6306,1048,306,30,7,3,5,38,8,9,3,9,1,3
MD,Prince George's,6954,10409,32758,5443,1592,250,189,2,3,3,14,2,0,0,0,0,0
MD,Prince Georges,3423,1978,6902,1234,203,49,7,0,0,0,0,0,0,0,0,0,0
MD,Queen Anne's,314,772,1874,247,58,124,67,3,2,17,0,0,0,0,2,0,0
MD,Queen Annes,139,169,460,68,14,4,0,1,0,0,0,0,0,0,0,0,0
MD,Saint Marys,0,2,156,22,0,0,1,0,0,0,0,0,0,0,0,0,0
MD,Somerset,0,20,396,13,1,0,4,0,0,0,0,0,0,0,0,0,0
MD,St. Mary's,0,41,1108,140,9,11,3,0,0,3,2,3,0,4,0,0,0
MD,Talbot,580,286,1154,63,9,15,4,1,0,2,2,0,0,0,0,0,0
MD,Washington,920,1687,3124,365,45,35,128,1,1,1,14,2,1,0,0,0,0
MD,Wicomico,0,71,1184,60,2,2,5,2,0,1,14,4,0,0,0,0,1
MD,Worcester,0,69,1875,136,16,18,36,1,0,0,3,0,0,0,0,0,0
ME,ALL,0,31,36835,1987,256,122,108,42,0,3,0,1,3,2,8,5,1
ME,Androscoggin,0,0,1038,48,2,4,3,2,0,0,0,1,0,0,1,0,0
ME,Aroostook,0,2,1602,13,0,1,1,1,0,0,0,0,0,0,0,1,0
ME,Cumberland,0,7,8781,673,76,11,79,1,0,0,0,0,0,1,6,0,0
ME,Franklin,0,0,481,34,1,3,0,0,0,0,0,0,0,0,0,0,0
ME,Hancock,0,1,1533,86,12,11,3,5,0,0,0,0,0,0,0,3,0
ME,Kennebec,0,2,2084,104,13,10,5,8,0,2,0,0,0,0,0,0,0
ME,Knox,0,0,2771,124,4,3,1,3,0,0,0,0,0,0,0,0,0
ME,Lincoln,0,0,1294,192,76,44,0,6,0,1,0,0,0,0,0,0,0
ME,Oxford,0,3,1071,78,4,8,2,0,0,0,0,0,0,0,0,0,0
ME,Penobscot,0,4,2743,83,9,0,11,8,0,0,0,0,0,0,0,1,0
ME,Piscataquis,0,0,121,2,0,0,0,2,0,0,0,0,0,0,0,0,0
ME,Sagadahoc,0,2,432,23,3,2,0,2,0,0,0,0,0,0,0,0,0
ME,Somerset,0,0,1153,56,3,4,0,3,0,0,0,0,0,1,1,0,0
ME,Waldo,0,0,1004,51,8,7,2,1,0,0,0,0,0,0,0,0,0
ME,Washington,0,0,514,6,0,0,0,0,0,0,0,0,0,0,0,0,0
ME,York,0,10,10213,414,45,14,1,0,0,0,0,0,3,0,0,0,1
MI,ALL,34338,74430,210956,20725,2469,2288,2319,351,439,344,197,256,211,181,135,79,41
